log distance [m];gridzone;easting [m];northing [m];height [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
13148.36;22;604684.7183;7617549.989;483.4728;GirthWeld;10820;12.37;11.45;;;;;;;
13160.73;22;604696.35;7617545.859;483.1349;GirthWeld;10830;12.34;11.45;;;;;;;
13173.06;22;604707.9579;7617541.779;482.6172;GirthWeld;10840;12.37;11.45;;;;;;;
13185.43;22;604719.6106;7617537.708;482.3262;GirthWeld;10850;11.42;11.45;;;;;;;
13196.85;22;604730.3736;7617533.944;482.142;GirthWeld;10860;12.37;11.45;;;;;;;
13209.22;22;604742.0339;7617529.884;481.9055;GirthWeld;10870;12.34;11.45;;;;;;;
13219.7;22;604751.9188;7617526.452;481.7363;MELO-MIFE  / at LW;;;;-10.48;2:36;10;;65;43;YES
13221.56;22;604753.6695;7617525.845;481.7091;GirthWeld;10880;12.22;11.45;;;;;;;
13233.78;22;604765.196;7617521.831;481.6122;GirthWeld;10890;12.2;11.45;;;;;;;
13245.98;22;604776.6984;7617517.815;481.5785;GirthWeld;10900;12.35;11.45;;;;;;;
13258.33;22;604788.3318;7617513.714;481.5521;GirthWeld;10910;12.26;11.45;;;;;;;
13270.59;22;604799.8698;7617509.624;481.4019;GirthWeld;10920;12.36;11.45;;;;;;;
13282.95;22;604811.4943;7617505.49;481.2539;GirthWeld;10930;12.34;11.45;;;;;;;
13295.29;22;604823.0993;7617501.37;480.9747;GirthWeld;10940;12.36;11.45;;;;;;;
13307.65;22;604834.7335;7617497.28;480.5288;GirthWeld;10950;12.34;11.45;;;;;;;
13319.99;22;604846.3458;7617493.193;480.0388;GirthWeld;10960;12.36;11.45;;;;;;;
13332.35;22;604857.9636;7617489.059;479.5379;GirthWeld;10970;12.27;11.45;;;;;;;
13344.62;22;604869.4915;7617484.98;478.8209;GirthWeld;10980;11.29;11.45;;;;;;;
13355.91;22;604880.113;7617481.257;478.1869;GirthWeld;10990;12.34;11.45;;;;;;;
13368.25;22;604891.7186;7617477.149;477.6442;GirthWeld;11000;11.86;11.45;;;;;;;
13380.11;22;604902.8391;7617473.205;476.7182;GirthWeld;11010;11.01;11.45;;;;;;;
13391.12;22;604913.1436;7617469.582;475.5554;GirthWeld;11020;12.24;11.45;;;;;;;
13403.36;22;604924.6208;7617465.617;474.2131;GirthWeld;11030;12.33;11.45;;;;;;;
13415.69;22;604936.1255;7617461.658;472.4019;GirthWeld;11040;12.34;11.45;;;;;;;
13428.03;22;604947.5446;7617457.681;470.0899;GirthWeld;11050;12.39;11.45;;;;;;;
13440.42;22;604959.1368;7617453.742;468.6404;GirthWeld;11060;12.35;11.45;;;;;;;
13452.77;22;604970.8728;7617449.955;468.7097;GirthWeld;11070;12.34;11.45;;;;;;;
13465.11;22;604982.5161;7617445.95;468.4762;GirthWeld;11080;12.33;11.45;;;;;;;
13477.45;22;604993.9592;7617441.608;467.1472;GirthWeld;11090;12.33;11.45;;;;;;;
13489.78;22;605005.3912;7617437.294;465.69;GirthWeld;11100;12.35;11.45;;;;;;;
13502.13;22;605016.875;7617433.031;464.3144;GirthWeld;11110;12.34;11.45;;;;;;;
13514.47;22;605028.3895;7617428.836;463.0411;GirthWeld;11120;12.36;11.45;;;;;;;
13526.83;22;605039.9324;7617424.655;461.8108;GirthWeld;11130;12.34;11.45;;;;;;;
13539.17;22;605051.4646;7617420.544;460.4505;GirthWeld;11140;12.36;11.45;;;;;;;
13551.53;22;605063.0195;7617416.476;459.0111;GirthWeld;11150;12.35;11.45;;;;;;;
13563.88;22;605074.5848;7617412.41;457.7482;GirthWeld;11160;12.35;11.45;;;;;;;
13576.22;22;605086.1266;7617408.291;456.4546;GirthWeld;11170;12.36;11.45;;;;;;;
13588.59;22;605097.6922;7617404.212;455.0877;GirthWeld;11180;11.95;11.45;;;;;;;
13600.54;22;605108.9006;7617400.283;453.948;GirthWeld;11190;10.45;11.45;;;;;;;
13610.99;22;605118.7119;7617396.859;453.0489;GirthWeld;11200;12.35;11.45;;;;;;;
13623.34;22;605130.272;7617392.68;452.0714;GirthWeld;11210;12.27;11.45;;;;;;;
13635.62;22;605141.765;7617388.519;451.2056;GirthWeld;11220;12.36;11.45;;;;;;;
13647.98;22;605153.373;7617384.423;450.3894;GirthWeld;11230;12.36;11.45;;;;;;;
13660.33;22;605165.0208;7617380.439;449.5536;GirthWeld;11240;12.37;11.45;;;;;;;
13672.7;22;605176.6907;7617376.44;449.1432;GirthWeld;11250;12.34;11.45;;;;;;;
13685.04;22;605188.3346;7617372.411;449.0329;GirthWeld;11260;6.07;11.45;;;;;;;
13685.64;22;605188.9;7617372.217;449.0255;Attachmnt;;;;;12:00;;;;;
13686.39;22;605189.6042;7617371.974;449.0163;Clamp;;;;;;;;;;
13691.11;22;605194.0651;7617370.45;448.9837;GirthWeld;11270;6.06;11.45;;;;;;;
13697.17;22;605199.7967;7617368.507;448.9487;GirthWeld;11280;12.3;11.45;;;;;;;
13709.47;22;605211.4471;7617364.629;448.9453;GirthWeld;11290;12.35;11.45;;;;;;;
13721.81;22;605223.1517;7617360.749;449.0553;GirthWeld;11300;12.32;11.45;;;;;;;
13734.14;22;605234.8181;7617356.844;449.2433;GirthWeld;11310;12.33;11.45;;;;;;;
13746.47;22;605246.4468;7617352.784;449.2876;GirthWeld;11320;12.36;11.45;;;;;;;
13758.83;22;605258.0298;7617348.523;449.3445;GirthWeld;11330;12.35;11.45;;;;;;;
13771.18;22;605269.5726;7617344.184;449.6068;GirthWeld;11340;12.35;11.45;;;;;;;
13783.53;22;605281.1402;7617339.938;450.1918;GirthWeld;11350;12.34;11.45;;;;;;;
13795.88;22;605292.7691;7617335.902;450.8498;GirthWeld;11360;12.36;11.45;;;;;;;
13808.23;22;605304.397;7617331.879;451.7963;GirthWeld;11370;11.46;11.45;;;;;;;
13819.7;22;605315.1403;7617328.064;452.8546;GirthWeld;11380;12.35;11.45;;;;;;;
13832.05;22;605326.7577;7617323.99;453.7034;GirthWeld;11390;12.36;11.45;;;;;;;
13844.41;22;605338.3902;7617319.938;454.5758;GirthWeld;11400;12.12;11.45;;;;;;;
13856.54;22;605349.7697;7617315.907;455.5209;GirthWeld;11410;3.57;11.45;;;;;;;
13860.1;22;605353.1128;7617314.713;455.804;GirthWeld;11420;10.87;11.45;;;;;;;
13870.97;22;605363.3045;7617311.07;456.6715;GirthWeld;11430;12.08;11.45;;;;;;;
13883.05;22;605374.6117;7617307.002;457.787;GirthWeld;11440;12.35;11.45;;;;;;;
13895.4;22;605386.1695;7617302.849;458.9695;GirthWeld;11450;12.37;11.45;;;;;;;
13907.77;22;605397.7564;7617298.71;460.0665;GirthWeld;11460;12.33;11.45;;;;;;;
13920.1;22;605409.341;7617294.62;460.9303;GirthWeld;11470;12.36;11.45;;;;;;;
13932.46;22;605420.9474;7617290.495;461.7592;GirthWeld;11480;12.35;11.45;;;;;;;
13944.81;22;605432.5477;7617286.362;462.4718;GirthWeld;11490;12.36;11.45;;;;;;;
13957.17;22;605444.1558;7617282.224;463.2539;GirthWeld;11500;12.36;11.45;;;;;;;
13969.53;22;605455.7692;7617278.135;464.151;GirthWeld;11510;12.02;11.45;;;;;;;
13981.55;22;605467.0579;7617274.142;464.9851;GirthWeld;11520;12.32;11.45;;;;;;;
13993.87;22;605478.6236;7617269.997;465.724;GirthWeld;11530;12.35;11.45;;;;;;;
14006.22;22;605490.2131;7617265.849;466.4946;GirthWeld;11540;12.37;11.45;;;;;;;
14018.58;22;605501.8223;7617261.726;467.3702;GirthWeld;11550;12.34;11.45;;;;;;;
14030.93;22;605513.4215;7617257.619;468.1596;GirthWeld;11560;12.37;11.45;;;;;;;
14043.3;22;605525.0538;7617253.486;468.5726;GirthWeld;11570;12.35;11.45;;;;;;;
14055.65;22;605536.6829;7617249.422;469.2062;GirthWeld;11580;12.35;11.45;;;;;;;
14068;22;605548.3312;7617245.413;469.9103;GirthWeld;11590;12.28;11.45;;;;;;;
14080.28;22;605559.9311;7617241.489;470.5836;GirthWeld;11600;12.32;11.45;;;;;;;
14092.61;22;605571.531;7617237.422;471.2479;GirthWeld;11610;12.33;11.45;;;;;;;
14104.94;22;605583.1338;7617233.329;471.7857;GirthWeld;11620;12.36;11.45;;;;;;;
14117.3;22;605594.7712;7617229.258;472.4061;GirthWeld;11630;12.03;11.45;;;;;;;
14129.32;22;605606.0915;7617225.291;473.0319;GirthWeld;11640;12.05;11.45;;;;;;;
14141.38;22;605617.4336;7617221.296;473.6035;GirthWeld;11650;12.35;11.45;;;;;;;
14153.73;22;605629.0537;7617217.186;474.1198;GirthWeld;11660;12.32;11.45;;;;;;;
14166.05;22;605640.6514;7617213.116;474.623;GirthWeld;11670;12.33;11.45;;;;;;;
14178.38;22;605652.252;7617209.041;475.2926;GirthWeld;11680;12.18;11.45;;;;;;;
14190.55;22;605663.7061;7617205.018;476.0645;GirthWeld;11690;12.13;11.45;;;;;;;
14202.68;22;605675.1105;7617200.999;476.7514;GirthWeld;11700;12.33;11.45;;;;;;;
14215.01;22;605686.7146;7617196.919;477.4423;GirthWeld;11710;12.36;11.45;;;;;;;
14227.38;22;605698.3504;7617192.844;478.1338;GirthWeld;11720;12.34;11.45;;;;;;;
14239.72;22;605709.9708;7617188.763;478.7009;GirthWeld;11730;12.35;11.45;;;;;;;
14252.08;22;605721.6074;7617184.69;479.1179;GirthWeld;11740;12.33;11.45;;;;;;;
14264.4;22;605733.2068;7617180.583;479.5616;GirthWeld;11750;12.3;11.45;;;;;;;
14276.71;22;605744.798;7617176.529;479.9948;GirthWeld;11760;12.36;11.45;;;;;;;
14289.07;22;605756.4542;7617172.475;480.3945;GirthWeld;11770;12.34;11.45;;;;;;;
14301.41;22;605768.0858;7617168.438;480.9184;GirthWeld;11780;12.36;11.45;;;;;;;
14313.77;22;605779.7097;7617164.317;481.426;GirthWeld;11790;12.33;11.45;;;;;;;
14326.1;22;605791.3328;7617160.251;481.7558;GirthWeld;11800;12.32;11.45;;;;;;;
14338.42;22;605802.9478;7617156.195;481.9133;GirthWeld;11810;12.11;11.45;;;;;;;
14350.53;22;605814.3638;7617152.221;482.1634;GirthWeld;11820;12.35;11.45;;;;;;;
14362.88;22;605825.9811;7617148.094;482.4727;GirthWeld;11830;12.34;11.45;;;;;;;
14375.22;22;605837.5885;7617143.968;482.6065;GirthWeld;11840;12.31;11.45;;;;;;;
14387.53;22;605849.1866;7617139.902;482.7026;GirthWeld;11850;12.39;11.45;;;;;;;
14399.91;22;605860.8542;7617135.803;482.7624;GirthWeld;11860;12.29;11.45;;;;;;;
14412.21;22;605872.4214;7617131.692;482.7483;GirthWeld;11870;12.36;11.45;;;;;;;
14424.56;22;605884.0639;7617127.603;482.9237;GirthWeld;11880;12.34;11.45;;;;;;;
14436.91;22;605895.7014;7617123.541;483.0356;GirthWeld;11890;12.36;11.45;;;;;;;
14449.26;22;605907.3386;7617119.444;483.0904;GirthWeld;11900;12.34;11.45;;;;;;;
14461.61;22;605918.9743;7617115.38;483.1813;GirthWeld;11910;12.35;11.45;;;;;;;
14473.96;22;605930.6202;7617111.32;483.2352;GirthWeld;11920;12.34;11.45;;;;;;;
14486.29;22;605942.2636;7617107.299;483.2123;GirthWeld;11930;12.09;11.45;;;;;;;
14498.38;22;605953.6677;7617103.344;483.198;GirthWeld;11940;12.27;11.45;;;;;;;
14510.65;22;605965.244;7617099.318;483.2256;GirthWeld;11950;12.36;11.45;;;;;;;
14523.01;22;605976.8943;7617095.256;483.2174;GirthWeld;11960;12.33;11.45;;;;;;;
14535.34;22;605988.5172;7617091.195;483.2007;GirthWeld;11970;12.38;11.45;;;;;;;
14547.72;22;606000.1772;7617087.093;483.2212;GirthWeld;11980;12.35;11.45;;;;;;;
14560.07;22;606011.8156;7617083.009;483.2847;GirthWeld;11990;12.37;11.45;;;;;;;
14572.44;22;606023.4712;7617078.926;483.4101;GirthWeld;12000;12.32;11.45;;;;;;;
14584.75;22;606035.0938;7617074.907;483.5607;GirthWeld;12010;12.39;11.45;;;;;;;
14596.03;22;606045.729;7617071.202;483.5161;MELO-MIFE  / at LW;;;;-11.28;9:48;10;;66;50;YES
14597.15;22;606046.7786;7617070.834;483.5049;GirthWeld;12020;12.34;11.45;;;;;;;
14609.49;22;606058.3922;7617066.714;483.2781;GirthWeld;12030;11.41;11.45;;;;;;;
14620.9;22;606069.1083;7617062.854;483.058;GirthWeld;12040;12.37;11.45;;;;;;;
14633.27;22;606080.745;7617058.731;483.4342;GirthWeld;12050;12.34;11.45;;;;;;;
14645.61;22;606092.3612;7617054.695;484.219;GirthWeld;12060;12.3;11.45;;;;;;;
14657.91;22;606103.9716;7617050.707;484.6084;GirthWeld;12070;12.34;11.45;;;;;;;
14670.25;22;606115.6276;7617046.705;484.8996;GirthWeld;12080;12.37;11.45;;;;;;;
14682.62;22;606127.2888;7617042.644;485.3379;GirthWeld;12090;12.34;11.45;;;;;;;
14694.97;22;606138.9158;7617038.568;485.7589;GirthWeld;12100;11.66;11.45;;;;;;;
14706.63;22;606149.8813;7617034.679;486.1673;GirthWeld;12110;12.29;11.45;;;;;;;
14718.92;22;606161.4401;7617030.563;486.5844;GirthWeld;12120;12.35;11.45;;;;;;;
14731.27;22;606173.0674;7617026.454;487.0106;GirthWeld;12130;12.32;11.45;;;;;;;
14743.59;22;606184.6765;7617022.387;487.3276;GirthWeld;12140;12.35;11.45;;;;;;;
14755.95;22;606196.3057;7617018.275;487.5061;GirthWeld;12150;12.35;11.45;;;;;;;
14768.3;22;606207.9237;7617014.152;487.741;GirthWeld;12160;12.14;11.45;;;;;;;
14780.43;22;606219.3503;7617010.114;488.0214;GirthWeld;12170;12.35;11.45;;;;;;;
14792.79;22;606230.9996;7617006.056;488.1898;GirthWeld;12180;12.27;11.45;;;;;;;
14805.06;22;606242.5527;7617001.977;488.3087;GirthWeld;12190;12.33;11.45;;;;;;;
14817.39;22;606254.1774;7616997.918;488.4408;GirthWeld;12200;12.15;11.45;;;;;;;
14829.54;22;606265.6395;7616993.954;488.5857;GirthWeld;12210;12.03;11.45;;;;;;;
14841.56;22;606277.0009;7616990.059;488.7178;GirthWeld;12220;12.36;11.45;;;;;;;
14853.93;22;606288.6474;7616985.962;488.8286;GirthWeld;12230;11.78;11.45;;;;;;;
14865.71;22;606299.7478;7616982.058;488.8792;GirthWeld;12240;12.01;11.45;;;;;;;
14877.72;22;606311.0751;7616978.118;488.883;GirthWeld;12250;11.82;11.45;;;;;;;
14889.54;22;606322.2385;7616974.28;488.9593;GirthWeld;12260;12.35;11.45;;;;;;;
14901.89;22;606333.9926;7616970.571;488.9588;GirthWeld;12270;12.33;11.45;;;;;;;
14914.22;22;606345.8713;7616967.354;488.8319;GirthWeld;12280;12.29;11.45;;;;;;;
14926.5;22;606357.7824;7616964.416;488.8196;GirthWeld;12290;12.3;11.45;;;;;;;
14938.8;22;606369.7114;7616961.491;488.8938;GirthWeld;12300;12.35;11.45;;;;;;;
14951.15;22;606381.6911;7616958.582;488.8452;GirthWeld;12310;12.34;11.45;;;;;;;
14963.49;22;606393.681;7616955.728;488.7213;GirthWeld;12320;12.36;11.45;;;;;;;
14975.85;22;606405.6898;7616952.893;488.5939;GirthWeld;12330;12.36;11.45;;;;;;;
14988.21;22;606417.6967;7616950.047;488.2541;GirthWeld;12340;12.11;11.45;;;;;;;
15000.32;22;606429.4406;7616947.228;487.7621;GirthWeld;12350;12.33;11.45;;;;;;;
15007.74;22;606436.621;7616945.495;487.49;MM  / No. 8 @ KM 912+010,20;;;;;12:00;;;;;
15012.65;22;606441.3609;7616944.365;487.3508;GirthWeld;12360;12.36;11.45;;;;;;;
15025.02;22;606453.3701;7616941.54;486.9172;GirthWeld;12370;11.91;11.45;;;;;;;
15036.93;22;606464.9211;7616938.801;486.2007;GirthWeld;12380;12.36;11.45;;;;;;;
15049.29;22;606476.8808;7616935.926;485.2555;GirthWeld;12390;12.35;11.45;;;;;;;
15061.65;22;606488.817;7616932.97;484.315;GirthWeld;12400;12.35;11.45;;;;;;;
15074;22;606500.7274;7616929.95;483.323;GirthWeld;12410;11.27;11.45;;;;;;;
15085.26;22;606511.6181;7616927.226;482.5898;GirthWeld;12420;12.36;11.45;;;;;;;
15097.63;22;606523.5954;7616924.348;481.8671;GirthWeld;12430;12.35;11.45;;;;;;;
15109.97;22;606535.5657;7616921.501;481.1436;GirthWeld;12440;12.35;11.45;;;;;;;
15122.33;22;606547.5404;7616918.726;480.1592;GirthWeld;12450;12.35;11.45;;;;;;;
15134.68;22;606559.5112;7616915.946;479.1995;GirthWeld;12460;11.58;11.45;;;;;;;
15146.25;22;606570.7161;7616913.257;478.3373;GirthWeld;12470;12.39;11.45;;;;;;;
15158.64;22;606582.6977;7616910.334;477.4361;GirthWeld;12480;12.37;11.45;;;;;;;
15171.01;22;606594.6509;7616907.416;476.4433;GirthWeld;12490;12.33;11.45;;;;;;;
15183.33;22;606606.5702;7616904.596;475.2787;GirthWeld;12500;12.36;11.45;;;;;;;
15195.7;22;606618.514;7616901.771;473.9854;GirthWeld;12510;12.33;11.45;;;;;;;
15208.03;22;606630.4157;7616898.95;472.5975;GirthWeld;12520;12.35;11.45;;;;;;;
15220.38;22;606642.3301;7616896.107;471.2673;GirthWeld;12530;11.31;11.45;;;;;;;
15231.69;22;606653.2397;7616893.478;470.0367;GirthWeld;12540;12.34;11.45;;;;;;;
15244.03;22;606665.1091;7616890.537;468.5431;GirthWeld;12550;12.36;11.45;;;;;;;
15256.39;22;606676.9778;7616887.557;467.03;GirthWeld;12560;12.34;11.45;;;;;;;
15268.73;22;606688.8767;7616884.704;465.5904;GirthWeld;12570;11.22;11.45;;;;;;;
15279.95;22;606699.7209;7616882.138;464.4822;GirthWeld;12580;12.35;11.45;;;;;;;
15292.31;22;606711.6751;7616879.321;463.3914;GirthWeld;12590;12.32;11.45;;;;;;;
15304.63;22;606723.5738;7616876.49;462.0983;GirthWeld;12600;12.37;11.45;;;;;;;
15317;22;606735.5213;7616873.591;461.0012;GirthWeld;12610;12.02;11.45;;;;;;;
15329.01;22;606747.1641;7616870.793;460.3095;GirthWeld;12620;12.34;11.45;;;;;;;
15341.36;22;606759.1363;7616867.941;459.6645;GirthWeld;12630;12.38;11.45;;;;;;;
15353.74;22;606771.1453;7616865.067;459.2157;GirthWeld;12640;12.36;11.45;;;;;;;
15366.09;22;606783.135;7616862.154;459.2404;GirthWeld;12650;12.34;11.45;;;;;;;
15378.43;22;606795.0983;7616859.226;459.4641;GirthWeld;12660;12.36;11.45;;;;;;;
15390.79;22;606807.0859;7616856.352;460.178;GirthWeld;12670;12.35;11.45;;;;;;;
15403.14;22;606819.0316;7616853.464;461.2036;GirthWeld;12680;12.35;11.45;;;;;;;
15415.49;22;606830.9858;7616850.6;462.2485;GirthWeld;12690;12.37;11.45;;;;;;;
15427.86;22;606842.9451;7616847.704;463.4185;GirthWeld;12700;12.36;11.45;;;;;;;
15440.23;22;606854.8933;7616844.82;464.6375;GirthWeld;12710;12.33;11.45;;;;;;;
15452.56;22;606866.814;7616841.944;465.8066;GirthWeld;12720;12.37;11.45;;;;;;;
15464.93;22;606878.7922;7616839.087;466.7785;GirthWeld;12730;12.34;11.45;;;;;;;
15477.26;22;606890.7087;7616836.222;468.0903;GirthWeld;12740;12.29;11.45;;;;;;;
15489.55;22;606902.5838;7616833.355;469.3059;GirthWeld;12750;11.64;11.45;;;;;;;
15501.19;22;606913.8466;7616830.672;470.3562;GirthWeld;12760;11.99;11.45;;;;;;;
15513.18;22;606925.4534;7616827.901;471.3988;GirthWeld;12770;12.24;11.45;;;;;;;
15525.42;22;606937.2961;7616825.036;472.4156;GirthWeld;12780;12.37;11.45;;;;;;;
15537.79;22;606949.2765;7616822.187;473.4094;GirthWeld;12790;12.34;11.45;;;;;;;
15550.13;22;606961.2291;7616819.325;474.3342;GirthWeld;12800;12.38;11.45;;;;;;;
15562.5;22;606973.2207;7616816.432;475.106;GirthWeld;12810;11.83;11.45;;;;;;;
15574.34;22;606984.6884;7616813.626;475.6346;GirthWeld;12820;11.95;11.45;;;;;;;
15586.29;22;606996.2867;7616810.821;475.9539;GirthWeld;12830;12.35;11.45;;;;;;;
15598.64;22;607008.2641;7616807.89;476.1734;GirthWeld;12840;12.34;11.45;;;;;;;
15610.98;22;607020.2205;7616804.926;476.1977;GirthWeld;12850;12.35;11.45;;;;;;;
15623.33;22;607032.1916;7616801.975;475.9734;GirthWeld;12860;12.35;11.45;;;;;;;
15635.67;22;607044.1599;7616799.055;475.5889;GirthWeld;12870;12.28;11.45;;;;;;;
15647.95;22;607056.0552;7616796.127;475.1111;GirthWeld;12880;10.95;11.45;;;;;;;
15658.91;22;607066.6532;7616793.543;474.3442;GirthWeld;12890;12.35;11.45;;;;;;;
15671.26;22;607078.6221;7616790.685;473.5567;GirthWeld;12900;12.39;11.45;;;;;;;
15683.65;22;607090.6179;7616787.781;472.7703;GirthWeld;12910;12.33;11.45;;;;;;;
15695.98;22;607102.5552;7616784.88;472.04;GirthWeld;12920;12.34;11.45;;;;;;;
15708.32;22;607114.5083;7616781.957;471.4564;GirthWeld;12930;12.38;11.45;;;;;;;
15720.55;22;607126.3648;7616779.119;470.7668;MELO-MIFE  / p. grinding;;;;-12.23;1:52;16;;29;22;YES
15720.7;22;607126.5053;7616779.085;470.7581;GirthWeld;12940;12.36;11.45;;;;;;;
15733.06;22;607138.484;7616776.214;469.9949;GirthWeld;12950;12.32;11.45;;;;;;;
15745.38;22;607150.4277;7616773.343;469.294;GirthWeld;12960;12.34;11.45;;;;;;;
15757.72;22;607162.3847;7616770.461;468.6204;GirthWeld;12970;12.34;11.45;;;;;;;
15770.07;22;607174.3456;7616767.57;467.9809;GirthWeld;12980;12.35;11.45;;;;;;;
15782.41;22;607186.3296;7616764.75;467.3708;GirthWeld;12990;12.31;11.45;;;;;;;
15794.72;22;607198.2719;7616761.929;466.7416;GirthWeld;13000;12.39;11.45;;;;;;;
15807.11;22;607210.2802;7616759.043;466.0824;GirthWeld;13010;12.35;11.45;;;;;;;
15819.46;22;607222.2513;7616756.157;465.488;GirthWeld;13020;12.37;11.45;;;;;;;
15831.83;22;607234.2425;7616753.258;464.9304;GirthWeld;13030;12.32;11.45;;;;;;;
15844.15;22;607246.1822;7616750.365;464.3031;GirthWeld;13040;12.37;11.45;;;;;;;
15856.52;22;607258.1487;7616747.405;463.6411;GirthWeld;13050;12.34;11.45;;;;;;;
15868.85;22;607270.0831;7616744.429;463.0449;GirthWeld;13060;12.26;11.45;;;;;;;
15881.11;22;607281.9608;7616741.525;462.4828;GirthWeld;13070;12.37;11.45;;;;;;;
15893.48;22;607293.9424;7616738.623;461.8529;GirthWeld;13080;12.38;11.45;;;;;;;
15905.86;22;607305.9247;7616735.657;461.2599;GirthWeld;13090;12.35;11.45;;;;;;;
15918.21;22;607317.8912;7616732.716;460.7361;GirthWeld;13100;12.34;11.45;;;;;;;
15930.55;22;607329.8615;7616729.85;460.2187;GirthWeld;13110;12.37;11.45;;;;;;;
15942.92;22;607341.8682;7616727.022;459.6779;GirthWeld;13120;12.35;11.45;;;;;;;
15955.27;22;607353.8713;7616724.217;459.3278;GirthWeld;13130;12.35;11.45;;;;;;;
15967.62;22;607365.8651;7616721.39;458.9521;GirthWeld;13140;12.33;11.45;;;;;;;
15979.95;22;607377.8347;7616718.565;458.4355;GirthWeld;13150;2.78;11.45;;;;;;;
15982.72;22;607380.5292;7616717.935;458.2835;GirthWeld;13160;12.34;11.45;;;;;;;
15995.07;22;607392.4839;7616715.102;457.3784;GirthWeld;13170;12.26;11.45;;;;;;;
16007.33;22;607404.3581;7616712.242;456.6631;GirthWeld;13180;12.37;11.45;;;;;;;
16019.69;22;607416.3743;7616709.403;456.5731;GirthWeld;13190;11.88;11.45;;;;;;;
16031.57;22;607427.9017;7616706.624;456.6566;GirthWeld;13200;12.34;11.45;;;;;;;
16043.91;22;607439.8594;7616703.643;456.8798;GirthWeld;13210;12.36;11.45;;;;;;;
16056.27;22;607451.8443;7616700.686;457.0413;GirthWeld;13220;12.36;11.45;;;;;;;
16068.63;22;607463.8361;7616697.786;457.0016;GirthWeld;13230;12.34;11.45;;;;;;;
16080.97;22;607475.8117;7616694.866;456.9289;GirthWeld;13240;12.21;11.45;;;;;;;
16093.19;22;607487.6557;7616691.959;456.8544;GirthWeld;13250;12.38;11.45;;;;;;;
16105.57;22;607499.656;7616688.974;456.8623;GirthWeld;13260;12.21;11.45;;;;;;;
16117.78;22;607511.501;7616686.077;456.8873;GirthWeld;13270;12.35;11.45;;;;;;;
16130.14;22;607523.5027;7616683.234;456.9085;GirthWeld;13280;12.34;11.45;;;;;;;
16142.47;22;607535.4834;7616680.364;456.8545;GirthWeld;13290;12.37;11.45;;;;;;;
16154.84;22;607547.4996;7616677.496;456.8431;GirthWeld;13300;12.37;11.45;;;;;;;
16163.23;22;607555.6406;7616675.527;456.8826;MELO-MIFE  / at LW;;;;-8.39;3:07;10;;49;18;YES
16167.21;22;607559.5011;7616674.588;456.9194;GirthWeld;13310;12.35;11.45;;;;;;;
16179.56;22;607571.4747;7616671.66;457.0915;GirthWeld;13320;12.29;11.45;;;;;;;
16191.85;22;607583.3978;7616668.738;457.2159;GirthWeld;13330;12.33;11.45;;;;;;;
16204.18;22;607595.3544;7616665.792;457.1314;GirthWeld;13340;12.34;11.45;;;;;;;
16216.52;22;607607.3188;7616662.853;457.029;GirthWeld;13350;12.37;11.45;;;;;;;
16228.89;22;607619.3252;7616659.948;457.0724;GirthWeld;13360;12.35;11.45;;;;;;;
16241.24;22;607631.3132;7616657.064;457.0966;GirthWeld;13370;12.34;11.45;;;;;;;
16253.58;22;607643.2893;7616654.184;456.9818;GirthWeld;13380;12.28;11.45;;;;;;;
16265.86;22;607655.2153;7616651.319;456.8259;GirthWeld;13390;12.36;11.45;;;;;;;
16278.22;22;607667.214;7616648.451;456.7222;GirthWeld;13400;12.36;11.45;;;;;;;
16290.58;22;607679.21;7616645.551;456.5248;GirthWeld;13410;12.27;11.45;;;;;;;
16302.85;22;607691.1142;7616642.686;456.2742;GirthWeld;13420;12.32;11.45;;;;;;;
16315.17;22;607703.0723;7616639.849;455.7611;GirthWeld;13430;12.38;11.45;;;;;;;
16327.55;22;607715.0829;7616636.949;455.3846;GirthWeld;13440;12.41;11.45;;;;;;;
16339.97;22;607726.7448;7616632.791;455.2651;GirthWeld;13450;12.39;11.45;;;;;;;
16352.35;22;607737.6003;7616626.955;455.1284;GirthWeld;13460;12.35;11.45;;;;;;;
16364.7;22;607747.7396;7616619.946;454.7422;GirthWeld;13470;12.33;11.45;;;;;;;
16377.04;22;607757.8149;7616612.894;454.139;GirthWeld;13480;12.36;11.45;;;;;;;
16389.39;22;607767.883;7616605.794;453.5018;GirthWeld;13490;12.34;11.45;;;;;;;
16401.73;22;607777.9283;7616598.68;452.9997;GirthWeld;13500;12.36;11.45;;;;;;;
16414.1;22;607787.9746;7616591.527;452.5247;GirthWeld;13510;12.34;11.45;;;;;;;
16426.43;22;607798.0065;7616584.403;451.9937;GirthWeld;13520;12.33;11.45;;;;;;;
16438.76;22;607808.0472;7616577.33;451.2369;GirthWeld;13530;12.36;11.45;;;;;;;
16451.11;22;607818.2919;7616570.534;450.3354;GirthWeld;13540;12.11;11.45;;;;;;;
16463.23;22;607829.2331;7616565.485;449.5547;GirthWeld;13550;12.17;11.45;;;;;;;
16475.4;22;607840.7155;7616561.599;448.8505;GirthWeld;13560;12.31;11.45;;;;;;;
16487.71;22;607852.4841;7616558.143;448.0875;GirthWeld;13570;12.11;11.45;;;;;;;
16499.81;22;607864.0766;7616554.831;447.2198;GirthWeld;13580;12.36;11.45;;;;;;;
