log distance [m];gridzone;easting [m];northing [m];height [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
31822.9;22;622004.2243;7611685.729;463.8135;GirthWeld;26260;12.28;11.45;;;;;;;
31835.18;22;622015.7098;7611681.427;463.7505;GirthWeld;26270;12.36;11.45;;;;;;;
31847.54;22;622027.2748;7611677.107;463.6601;GirthWeld;26280;12.35;11.45;;;;;;;
31859.88;22;622038.8337;7611672.804;463.535;GirthWeld;26290;12.36;11.45;;;;;;;
31872.25;22;622050.4186;7611668.521;463.3822;GirthWeld;26300;12.33;11.45;;;;;;;
31884.58;22;622061.9722;7611664.248;463.2377;GirthWeld;26310;12.36;11.45;;;;;;;
31896.94;22;622073.5359;7611659.931;463.0736;GirthWeld;26320;12.33;11.45;;;;;;;
31909.27;22;622085.0704;7611655.605;462.9441;GirthWeld;26330;12.36;11.45;;;;;;;
31921.63;22;622096.6386;7611651.293;462.8216;GirthWeld;26340;12.32;11.45;;;;;;;
31933.95;22;622108.1679;7611647.01;462.5011;GirthWeld;26350;12.39;11.45;;;;;;;
31946.33;22;622119.7665;7611642.696;462.6024;GirthWeld;26360;12.33;11.45;;;;;;;
31958.67;22;622131.319;7611638.418;462.5491;GirthWeld;26370;12.36;11.45;;;;;;;
31971.03;22;622142.8994;7611634.13;462.3797;GirthWeld;26380;12.35;11.45;;;;;;;
31983.38;22;622154.456;7611629.81;462.1874;GirthWeld;26390;11.19;11.45;;;;;;;
31994.57;22;622164.9049;7611625.845;461.9972;GirthWeld;26400;12.34;11.45;;;;;;;
32006.91;22;622176.4291;7611621.472;461.8335;GirthWeld;26410;11.89;11.45;;;;;;;
32018.8;22;622187.5528;7611617.299;461.718;GirthWeld;26420;12.37;11.45;;;;;;;
32031.17;22;622199.1261;7611612.975;461.5289;GirthWeld;26430;12.35;11.45;;;;;;;
32043.53;22;622210.6665;7611608.616;461.2737;GirthWeld;26440;12.33;11.45;;;;;;;
32055.86;22;622222.1959;7611604.285;461.0474;GirthWeld;26450;12.36;11.45;;;;;;;
32068.21;22;622233.774;7611600.014;460.7809;GirthWeld;26460;12.33;11.45;;;;;;;
32080.54;22;622245.3456;7611595.797;460.5152;GirthWeld;26470;12.35;11.45;;;;;;;
32092.89;22;622256.9065;7611591.499;460.2807;GirthWeld;26480;12.3;11.45;;;;;;;
32105.19;22;622268.4303;7611587.252;459.9957;GirthWeld;26490;12.31;11.45;;;;;;;
32117.5;22;622279.9871;7611583.071;459.5512;GirthWeld;26500;12.35;11.45;;;;;;;
32129.86;22;622291.5943;7611578.932;458.9805;GirthWeld;26510;10.02;11.45;;;;;;;
32139.88;22;622300.998;7611575.535;458.5107;GirthWeld;26520;2.94;11.45;;;;;;;
32142.63;22;622303.5765;7611574.594;458.3696;MELO-CORR;;;;-2.75;6:14;12;0.91;39;160;NO
32142.81;22;622303.748;7611574.531;458.3602;GirthWeld;26530;12.2;11.45;;;;;;;
32155.01;22;622314.9737;7611570.23;456.6222;GirthWeld;26540;12.15;11.45;;;;;;;
32167.16;22;622326.0986;7611565.802;454.9288;WT_Change  / nom. wt = 13.74 mm;26550;12.35;13.74;;;;;;;
32169.01;22;622327.823;7611565.148;454.9486;AS_Casing;;;;;;;;;;
32179.51;22;622337.6442;7611561.449;455.0239;GirthWeld  / under casing;26560;12.33;13.74;;;;;;;
32191.84;22;622349.1604;7611557.088;454.9424;GirthWeld  / under casing;26570;12.35;13.74;;;;;;;
32204.19;22;622360.6942;7611552.722;454.6928;GirthWeld  / under casing;26580;11.81;13.74;;;;;;;
32216;22;622371.73;7611548.568;454.2925;GirthWeld  / under casing;26590;12.3;13.74;;;;;;;
32226.63;22;622381.6623;7611544.861;453.7206;AE_Casing;;;;;;;;;;
32228.3;22;622383.2197;7611544.286;453.6067;WT_Change  / nom. wt = 11.45 mm;26600;12.18;11.45;;;;;;;
32240.48;22;622394.6149;7611540.128;453.9861;GirthWeld;26610;12.3;11.45;;;;;;;
32252.78;22;622406.1143;7611535.917;454.5872;GirthWeld;26620;9.95;11.45;;;;;;;
32262.72;22;622415.4274;7611532.477;454.2227;GirthWeld;26630;12.33;11.45;;;;;;;
32275.06;22;622426.9772;7611528.209;453.8671;GirthWeld;26640;12.29;11.45;;;;;;;
32287.34;22;622438.4712;7611523.949;453.2698;GirthWeld;26650;12.34;11.45;;;;;;;
32299.68;22;622450.0138;7611519.685;452.6058;GirthWeld;26660;12.36;11.45;;;;;;;
32312.04;22;622461.5734;7611515.384;452.0065;GirthWeld;26670;12.34;11.45;;;;;;;
32324.38;22;622473.1231;7611511.112;451.4981;GirthWeld;26680;12.38;11.45;;;;;;;
32336.76;22;622484.7191;7611506.855;450.9572;GirthWeld;26690;12.36;11.45;;;;;;;
32349.12;22;622496.3004;7611502.631;450.2824;GirthWeld;26700;12.36;11.45;;;;;;;
32361.48;22;622507.8808;7611498.416;449.5772;GirthWeld;26710;12.34;11.45;;;;;;;
32373.82;22;622519.4466;7611494.199;448.9147;GirthWeld;26720;12.37;11.45;;;;;;;
32386.2;22;622531.0196;7611489.917;448.2598;GirthWeld;26730;12.35;11.45;;;;;;;
32398.54;22;622542.5654;7611485.623;447.6383;GirthWeld;26740;12.03;11.45;;;;;;;
32410.57;22;622553.8109;7611481.441;447.0037;GirthWeld;26750;12.38;11.45;;;;;;;
32422.95;22;622565.392;7611477.162;446.3443;GirthWeld;26760;12.22;11.45;;;;;;;
32435.17;22;622576.836;7611472.966;445.6909;GirthWeld;26770;12.35;11.45;;;;;;;
32447.52;22;622588.3928;7611468.704;445.0689;GirthWeld;26780;12.35;11.45;;;;;;;
32459.87;22;622599.9472;7611464.431;444.4254;GirthWeld;26790;12.38;11.45;;;;;;;
32472.25;22;622611.5209;7611460.137;443.7002;GirthWeld;26800;12.36;11.45;;;;;;;
32484.62;22;622623.0677;7611455.851;442.8523;GirthWeld;26810;12.35;11.45;;;;;;;
32496.97;22;622634.6093;7611451.612;441.8542;GirthWeld;26820;12.25;11.45;;;;;;;
32509.22;22;622646.0723;7611447.397;441.1383;GirthWeld;26830;12.41;11.45;;;;;;;
32521.63;22;622657.7023;7611443.121;440.7846;GirthWeld;26840;12.36;11.45;;;;;;;
32533.99;22;622669.2599;7611438.83;440.1923;GirthWeld;26850;12.32;11.45;;;;;;;
32546.31;22;622680.7841;7611434.565;439.4681;GirthWeld;26860;12.35;11.45;;;;;;;
32558.66;22;622692.3405;7611430.336;438.7052;GirthWeld;26870;12.38;11.45;;;;;;;
32571.04;22;622703.9381;7611426.119;437.9321;GirthWeld;26880;12.36;11.45;;;;;;;
32583.4;22;622715.4944;7611421.911;436.935;GirthWeld;26890;12.37;11.45;;;;;;;
32595.77;22;622727.0708;7611417.666;436.1953;GirthWeld;26900;12.31;11.45;;;;;;;
32608.08;22;622738.898;7611414.487;435.655;GirthWeld;26910;12.28;11.45;;;;;;;
32620.36;22;622751.0082;7611412.673;434.9288;GirthWeld;26920;12.35;11.45;;;;;;;
32632.7;22;622763.1987;7611410.976;434.1946;GirthWeld;26930;12.38;11.45;;;;;;;
32645.08;22;622775.4287;7611409.314;433.4528;GirthWeld;26940;12.36;11.45;;;;;;;
32657.44;22;622787.6346;7611407.644;432.7131;GirthWeld;26950;12.35;11.45;;;;;;;
32669.79;22;622799.834;7611405.943;431.9709;GirthWeld;26960;12.35;11.45;;;;;;;
32682.15;22;622812.0308;7611404.22;431.2667;GirthWeld;26970;12.35;11.45;;;;;;;
32694.5;22;622824.2241;7611402.494;430.5332;GirthWeld;26980;12.35;11.45;;;;;;;
32706.85;22;622836.4043;7611400.803;429.5595;GirthWeld;26990;12.04;11.45;;;;;;;
32718.89;22;622848.2245;7611399.223;428.0862;GirthWeld;27000;12.4;11.45;;;;;;;
32731.29;22;622860.4312;7611397.573;427.1291;GirthWeld;27010;7.64;11.45;;;;;;;
32738.94;22;622867.9909;7611396.521;427.2337;GirthWeld;27020;12.31;11.45;;;;;;;
32751.25;22;622880.1636;7611394.806;426.811;GirthWeld;27030;12.34;11.45;;;;;;;
32763.59;22;622892.3632;7611393.116;426.2597;GirthWeld;27040;12.36;11.45;;;;;;;
32775.96;22;622904.5678;7611391.407;425.5069;GirthWeld;27050;12.35;11.45;;;;;;;
32788.31;22;622916.749;7611389.717;424.5734;GirthWeld;27060;12.34;11.45;;;;;;;
32800.65;22;622928.8975;7611388.028;423.3753;GirthWeld;27070;12.32;11.45;;;;;;;
32812.96;22;622940.9209;7611386.377;421.4797;GirthWeld;27080;11.76;11.45;;;;;;;
32824.72;22;622952.2198;7611384.846;418.6975;GirthWeld;27090;12.4;11.45;;;;;;;
32837.13;22;622964.3198;7611382.986;417.2207;GirthWeld;27100;12.31;11.45;;;;;;;
32849.43;22;622976.4518;7611380.997;417.3485;GirthWeld;27110;12.42;11.45;;;;;;;
32861.85;22;622988.5202;7611378.227;417.7926;GirthWeld;27120;12.14;11.45;;;;;;;
32873.99;22;623000.1277;7611374.738;417.945;GirthWeld;27130;3.31;11.45;;;;;;;
32877.3;22;623003.3102;7611373.839;417.8504;GirthWeld;27140;12.35;11.45;;;;;;;
32889.65;22;623015.1797;7611370.513;417.3162;GirthWeld;27150;12.4;11.45;;;;;;;
32902.05;22;623026.9887;7611366.85;416.6255;GirthWeld;27160;12.38;11.45;;;;;;;
32914.43;22;623038.4762;7611362.352;415.8675;GirthWeld;27170;12.33;11.45;;;;;;;
32926.76;22;623049.7253;7611357.43;414.9469;GirthWeld;27180;12.21;11.45;;;;;;;
32938.97;22;623060.9026;7611352.643;414.0178;GirthWeld;27190;12.28;11.45;;;;;;;
32951.25;22;623072.1621;7611347.898;412.9674;GirthWeld;27200;12.35;11.45;;;;;;;
32963.61;22;623083.5022;7611343.168;411.855;GirthWeld;27210;12.35;11.45;;;;;;;
32975.96;22;623094.8447;7611338.455;410.6985;GirthWeld;27220;12.33;11.45;;;;;;;
32988.29;22;623106.1513;7611333.725;409.4903;GirthWeld;27230;12.34;11.45;;;;;;;
33000.63;22;623117.428;7611328.965;408.0804;GirthWeld;27240;12.06;11.45;;;;;;;
33004.96;22;623121.4;7611327.296;407.59;MM  / No. 17 @ KM 930+002,90;;;;;12:00;;;;;
33012.69;22;623128.4238;7611324.332;406.7904;GirthWeld;27250;12.39;11.45;;;;;;;
33025.08;22;623139.7979;7611319.54;405.9629;GirthWeld;27260;12.34;11.45;;;;;;;
33037.42;22;623151.1156;7611314.691;405.3844;GirthWeld;27270;12.38;11.45;;;;;;;
33049.8;22;623162.4579;7611309.77;404.9524;GirthWeld;27280;12.18;11.45;;;;;;;
33061.98;22;623173.5917;7611304.87;404.5744;GirthWeld;27290;12.04;11.45;;;;;;;
33074.03;22;623184.5965;7611300.024;404.1911;GirthWeld;27300;12.34;11.45;;;;;;;
33086.37;22;623195.9044;7611295.129;403.7915;GirthWeld;27310;12.36;11.45;;;;;;;
33098.73;22;623207.2615;7611290.287;403.552;GirthWeld;27320;12.35;11.45;;;;;;;
33111.08;22;623218.6244;7611285.48;403.68;GirthWeld;27330;12.37;11.45;;;;;;;
33123.45;22;623229.9907;7611280.619;403.8367;GirthWeld;27340;12.36;11.45;;;;;;;
33135.81;22;623241.3254;7611275.726;403.8479;GirthWeld;27350;12.36;11.45;;;;;;;
33148.17;22;623252.6654;7611270.839;403.7502;GirthWeld;27360;11.97;11.45;;;;;;;
33160.14;22;623263.6677;7611266.157;403.5753;GirthWeld;27370;12.37;11.45;;;;;;;
33172.51;22;623275.0403;7611261.317;403.3426;GirthWeld;27380;12.35;11.45;;;;;;;
33184.86;22;623286.4113;7611256.556;402.9974;GirthWeld;27390;12.38;11.45;;;;;;;
33197.24;22;623297.8008;7611251.757;402.5352;GirthWeld;27400;12.34;11.45;;;;;;;
33209.58;22;623309.1376;7611246.947;402.0326;GirthWeld;27410;12.35;11.45;;;;;;;
33221.93;22;623320.4702;7611242.085;401.626;GirthWeld;27420;12.36;11.45;;;;;;;
33234.29;22;623331.7821;7611237.156;401.1014;GirthWeld;27430;12.38;11.45;;;;;;;
33246.68;22;623343.0781;7611232.182;400.2826;GirthWeld;27440;7.59;11.45;;;;;;;
33254.27;22;623349.9962;7611229.116;399.7757;GirthWeld;27450;12.37;11.45;;;;;;;
33266.64;22;623361.2376;7611224.045;399.0247;GirthWeld;27460;12.02;11.45;;;;;;;
33278.66;22;623372.1946;7611219.174;398.4282;GirthWeld;27470;12.33;11.45;;;;;;;
33290.99;22;623383.5283;7611214.375;397.958;GirthWeld;27480;12.31;11.45;;;;;;;
33303.3;22;623394.8674;7611209.643;397.3818;GirthWeld;27490;11.93;11.45;;;;;;;
33315.24;22;623405.8447;7611205.038;396.7926;GirthWeld;27500;12.38;11.45;;;;;;;
33327.61;22;623417.2556;7611200.303;396.281;GirthWeld;27510;12.34;11.45;;;;;;;
33339.95;22;623428.6343;7611195.591;395.8275;GirthWeld;27520;12.2;11.45;;;;;;;
33352.15;22;623439.8906;7611190.941;395.3069;GirthWeld;27530;12.35;11.45;;;;;;;
33364.51;22;623451.2857;7611186.231;394.8116;GirthWeld;27540;12.38;11.45;;;;;;;
33376.88;22;623462.7095;7611181.518;394.3895;GirthWeld;27550;12.36;11.45;;;;;;;
33389.25;22;623474.1003;7611176.758;394.0056;GirthWeld;27560;12.36;11.45;;;;;;;
33401.61;22;623485.4522;7611171.906;393.8059;GirthWeld;27570;12.38;11.45;;;;;;;
33413.99;22;623496.8161;7611167.028;393.7698;GirthWeld;27580;12.35;11.45;;;;;;;
33426.34;22;623508.1509;7611162.14;393.7833;GirthWeld;27590;12.34;11.45;;;;;;;
33438.68;22;623519.4548;7611157.223;393.6799;GirthWeld;27600;12.27;11.45;;;;;;;
33450.95;22;623530.6555;7611152.244;393.475;GirthWeld;27610;12.35;11.45;;;;;;;
33463.3;22;623541.9204;7611147.204;393.3111;GirthWeld;27620;12.37;11.45;;;;;;;
33475.67;22;623553.1739;7611142.105;393.3452;GirthWeld;27630;12.34;11.45;;;;;;;
33488.01;22;623564.4749;7611137.185;393.2329;GirthWeld;27640;12.36;11.45;;;;;;;
33500.37;22;623575.8833;7611132.502;392.7229;GirthWeld;27650;12.38;11.45;;;;;;;
33512.75;22;623587.2752;7611127.728;392.8864;GirthWeld;27660;12.33;11.45;;;;;;;
33525.08;22;623598.5812;7611122.889;393.697;GirthWeld;27670;12.38;11.45;;;;;;;
33537.47;22;623609.9559;7611118.072;394.4538;GirthWeld;27680;12.36;11.45;;;;;;;
33549.83;22;623621.3079;7611113.279;395.3286;GirthWeld;27690;12.32;11.45;;;;;;;
33562.15;22;623632.6039;7611108.495;396.4354;GirthWeld;27700;12.31;11.45;;;;;;;
33574.46;22;623643.8712;7611103.703;397.6372;GirthWeld;27710;3.81;11.45;;;;;;;
33578.27;22;623647.3567;7611102.219;398.0244;GirthWeld;27720;12.36;11.45;;;;;;;
33590.63;22;623658.6481;7611097.429;399.5071;GirthWeld;27730;12.35;11.45;;;;;;;
33602.98;22;623669.9217;7611092.648;401.0884;GirthWeld;27740;12.37;11.45;;;;;;;
33615.36;22;623681.2293;7611087.903;402.7069;GirthWeld;27750;12.34;11.45;;;;;;;
33627.69;22;623692.5325;7611083.168;404.0691;GirthWeld;27760;12.13;11.45;;;;;;;
33639.83;22;623703.3734;7611077.871;405.1569;GirthWeld;27770;12.08;11.45;;;;;;;
33651.91;22;623713.8495;7611071.934;406.0566;GirthWeld;27780;12.2;11.45;;;;;;;
33664.11;22;623724.4134;7611065.927;407.0494;GirthWeld;27790;12.36;11.45;;;;;;;
33676.47;22;623735.1238;7611059.852;408.048;GirthWeld;27800;12.32;11.45;;;;;;;
33688.79;22;623745.7978;7611053.806;409.133;GirthWeld;27810;12.36;11.45;;;;;;;
33701.16;22;623756.5212;7611047.741;410.0987;GirthWeld;27820;12.35;11.45;;;;;;;
33713.51;22;623767.2127;7611041.629;410.9429;GirthWeld;27830;12.36;11.45;;;;;;;
33725.87;22;623777.9116;7611035.489;411.483;GirthWeld;27840;12.17;11.45;;;;;;;
33738.04;22;623788.4525;7611029.432;411.6523;GirthWeld;27850;12.4;11.45;;;;;;;
33750.43;22;623799.1778;7611023.24;411.8473;WT_Change  / nom. wt = 13.74 mm;27860;12.31;13.74;;;;;;;
33762.74;22;623809.8374;7611017.107;412.1926;GirthWeld;27870;12.31;13.74;;;;;;;
33775.06;22;623820.7181;7611011.417;412.8099;GirthWeld;27880;12.3;13.74;;;;;;;
33787.35;22;623831.8041;7611006.215;413.8345;GirthWeld;27890;12.3;13.74;;;;;;;
33799.65;22;623842.8476;7611001.035;415.3479;WT_Change  / nom. wt = 11.45 mm;27900;12.39;11.45;;;;;;;
33799.67;22;623842.8692;7611001.025;415.3513;MELO-COFE  / girth weld feature;;;;-0.02;6:24;13;;33;214;n/a
33812.04;22;623854.0286;7610996.001;417.0684;GirthWeld;27910;3.26;11.45;;;;;;;
33815.3;22;623856.9883;7610994.706;417.5093;GirthWeld;27920;10.09;11.45;;9:40;;;;;
33825.39;22;623866.1656;7610990.678;418.6543;GirthWeld;27930;12.29;11.45;;8:50;;;;;
33837.68;22;623877.316;7610985.638;419.6927;GirthWeld;27940;12.33;11.45;;3:50;;;;;
33840.47;22;623879.8524;7610984.483;419.8974;MELO-CORR  / note 1, PR# 02;;;;-2.8;5:55;83;;35;53;NO
33850.01;22;623888.5245;7610980.573;420.4933;GirthWeld;27950;12.35;11.45;;2:24;;;;;
33862.36;22;623899.7606;7610975.517;421.2064;GirthWeld;27960;12.27;11.45;;10:00;;;;;
33874.63;22;623910.9109;7610970.486;422.0052;GirthWeld;27970;12.24;11.45;;;;;;;
33886.87;22;623922.0097;7610965.434;422.9714;GirthWeld;27980;12.33;11.45;;;;;;;
33899.2;22;623933.1787;7610960.329;423.9535;GirthWeld;27990;12.34;11.45;;;;;;;
33911.54;22;623944.3837;7610955.23;424.7006;GirthWeld;28000;12.28;11.45;;;;;;;
33923.82;22;623955.5564;7610950.179;425.2792;GirthWeld;28010;12.36;11.45;;;;;;;
33936.19;22;623966.8088;7610945.118;425.936;GirthWeld;28020;12.34;11.45;;;;;;;
33948.53;22;623978.0545;7610940.098;426.6478;GirthWeld;28030;12.38;11.45;;;;;;;
33960.91;22;623989.3472;7610935.087;427.3516;GirthWeld;28040;12.3;11.45;;;;;;;
33973.21;22;624000.5523;7610930.083;428.0146;GirthWeld;28050;12.25;11.45;;;;;;;
33985.46;22;624011.7116;7610925.089;428.6552;GirthWeld;28060;9.94;11.45;;;;;;;
33995.4;22;624020.7592;7610921.023;429.1578;GirthWeld;28070;12.31;11.45;;;;;;;
34007.71;22;624031.9632;7610915.983;429.8043;GirthWeld;28080;12.36;11.45;;;;;;;
34020.07;22;624043.211;7610910.917;430.4017;GirthWeld;28090;12.14;11.45;;;;;;;
34032.22;22;624054.2397;7610905.889;430.9953;GirthWeld;28100;12.35;11.45;;;;;;;
34044.56;22;624065.439;7610900.754;431.6826;GirthWeld;28110;11.89;11.45;;;;;;;
34056.45;22;624076.2282;7610895.824;432.3338;GirthWeld;28120;10.85;11.45;;;;;;;
34067.31;22;624086.0874;7610891.336;432.8545;GirthWeld;28130;12.44;11.45;;;;;;;
34068.71;22;624087.3658;7610890.762;432.9191;MELO-MIFE;;;;-1.4;5:08;11;;31;18;YES
34079.74;22;624096.778;7610885.101;433.3197;GirthWeld;28140;12.33;11.45;;;;;;;
34092.07;22;624106.6803;7610877.786;433.662;GirthWeld;28150;9.67;11.45;;;;;;;
34101.74;22;624114.4913;7610872.098;433.937;GirthWeld;28160;12.38;11.45;;;;;;;
34114.12;22;624124.4989;7610864.839;434.3361;GirthWeld;28170;12.28;11.45;;;;;;;
34126.4;22;624134.4041;7610857.605;434.7795;GirthWeld;28180;12.32;11.45;;;;;;;
34138.72;22;624144.3227;7610850.339;435.3168;GirthWeld;28190;12.36;11.45;;;;;;;
34151.08;22;624154.3056;7610843.085;435.8392;GirthWeld;28200;12.36;11.45;;;;;;;
34163.44;22;624164.2885;7610835.827;436.1744;GirthWeld;28210;12.36;11.45;;;;;;;
34175.79;22;624174.2582;7610828.548;436.5313;GirthWeld;28220;12.34;11.45;;;;;;;
34188.14;22;624184.2104;7610821.272;436.8736;GirthWeld;28230;12.33;11.45;;;;;;;
34200.47;22;624194.1613;7610814.011;437.184;GirthWeld;28240;12.35;11.45;;;;;;;
34212.82;22;624204.1352;7610806.741;437.4555;GirthWeld;28250;12.32;11.45;;;;;;;
34225.14;22;624214.0853;7610799.505;437.6506;GirthWeld;28260;12.32;11.45;;;;;;;
34237.46;22;624224.0453;7610792.273;437.8752;GirthWeld;28270;12.32;11.45;;;;;;;
34249.78;22;624234.0154;7610785.065;438.1403;GirthWeld;28280;12.34;11.45;;;;;;;
34262.12;22;624243.9935;7610777.831;438.6015;GirthWeld;28290;12.35;11.45;;;;;;;
34274.47;22;624253.9563;7610770.565;439.1136;GirthWeld;28300;12.29;11.45;;;;;;;
34286.76;22;624263.8593;7610763.317;439.5775;GirthWeld;28310;12.24;11.45;;;;;;;
34299;22;624273.7248;7610756.104;440.0745;GirthWeld;28320;12.37;11.45;;;;;;;
34311.37;22;624283.7107;7610748.837;440.5579;GirthWeld;28330;12.35;11.45;;;;;;;
34323.72;22;624293.6774;7610741.579;441.0828;GirthWeld;28340;12.29;11.45;;;;;;;
34336.01;22;624303.5854;7610734.348;441.6997;GirthWeld;28350;12.28;11.45;;;;;;;
34348.29;22;624313.508;7610727.163;442.3572;GirthWeld;28360;12.34;11.45;;;;;;;
34360.62;22;624323.4717;7610719.93;442.997;GirthWeld;28370;12.24;11.45;;;;;;;
34372.86;22;624333.3825;7610712.779;443.5356;GirthWeld;28380;12.26;11.45;;;;;;;
34385.13;22;624343.355;7610705.667;443.9256;GirthWeld;28390;12.32;11.45;;;;;;;
34397.45;22;624353.4136;7610698.577;444.1982;GirthWeld;28400;12.35;11.45;;;;;;;
34409.8;22;624363.8133;7610691.976;444.6039;GirthWeld;28410;12.37;11.45;;;;;;;
34422.17;22;624375.1288;7610687.027;445.1345;GirthWeld;28420;2.08;11.45;;;;;;;
34423.83;22;624376.652;7610686.389;445.1985;MELO-CORR;;;;-1.65;8:58;11;0.91;43;62;NO
34424.25;22;624377.0436;7610686.225;445.2144;GirthWeld;28430;12.31;11.45;;;;;;;
34436.57;22;624388.3989;7610681.503;445.5692;GirthWeld;28440;12.33;11.45;;;;;;;
34448.89;22;624399.8436;7610676.967;446.0471;GirthWeld;28450;12.36;11.45;;;;;;;
34461.26;22;624411.3181;7610672.415;446.4519;GirthWeld;28460;12.32;11.45;;;;;;;
34473.58;22;624422.7292;7610667.807;446.756;GirthWeld;28470;12.33;11.45;;;;;;;
34485.91;22;624434.1376;7610663.16;447.0603;GirthWeld;28480;12.34;11.45;;;;;;;
34498.25;22;624445.5447;7610658.481;447.1919;GirthWeld;28490;10.96;11.45;;;;;;;
34509.21;22;624455.679;7610654.331;447.2686;GirthWeld;28500;12.35;11.45;;;;;;;
34521.56;22;624467.0087;7610649.623;446.2796;GirthWeld;28510;12.16;11.45;;;;;;;
34533.72;22;624478.1627;7610645.01;445.4355;WT_Change  / nom. wt = 13.74 mm;28520;12.26;13.74;;;;;;;
34537;22;624481.186;7610643.749;445.5462;AS_Casing;;;;;;;;;;
34545.98;22;624489.4732;7610640.314;445.7063;GirthWeld  / under casing;28530;12.21;13.74;;;;;;;
34558.2;22;624500.7348;7610635.618;445.6508;GirthWeld  / under casing;28540;12.08;13.74;;;;;;;
34568.87;22;624510.5679;7610631.502;445.5084;AE_Casing;;;;;;;;;;
34570.28;22;624511.8688;7610630.96;445.4888;WT_Change  / nom. wt = 11.45 mm;28550;12.35;11.45;;;;;;;
34582.63;22;624523.1699;7610626.212;446.5135;GirthWeld;28560;2.57;11.45;;;;;;;
34585.2;22;624525.4718;7610625.236;447.1223;GirthWeld;28570;12.33;11.45;;;;;;;
34597.53;22;624536.717;7610620.614;448.8081;GirthWeld;28580;11.44;11.45;;;;;;;
34608.97;22;624547.3375;7610616.396;448.9285;GirthWeld;28590;12.37;11.45;;;;;;;
34621.34;22;624558.8341;7610611.858;449.0691;GirthWeld;28600;12.34;11.45;;;;;;;
34633.68;22;624570.3055;7610607.348;449.2575;GirthWeld;28610;12.34;11.45;;;;;;;
34646.02;22;624581.7605;7610602.781;449.3539;GirthWeld;28620;12.37;11.45;;;;;;;
34658.39;22;624593.2019;7610598.116;449.3601;GirthWeld;28630;12.35;11.45;;;;;;;
34670.74;22;624604.6073;7610593.398;449.4025;GirthWeld;28640;12.36;11.45;;;;;;;
34683.11;22;624616.0353;7610588.71;449.4811;GirthWeld;28650;12.15;11.45;;;;;;;
34695.26;22;624627.2727;7610584.111;449.4686;GirthWeld;28660;12.35;11.45;;;;;;;
34707.61;22;624638.6796;7610579.41;449.4589;GirthWeld;28670;11.87;11.45;;;;;;;
34719.48;22;624649.636;7610574.876;449.5052;GirthWeld;28680;12.37;11.45;;;;;;;
34731.85;22;624661.085;7610570.227;449.566;GirthWeld;28690;12.35;11.45;;;;;;;
34744.2;22;624672.5304;7610565.611;449.5844;GirthWeld;28700;12.36;11.45;;;;;;;
34756.55;22;624683.9742;7610560.983;449.5323;GirthWeld;28710;12.37;11.45;;;;;;;
34768.93;22;624695.4386;7610556.356;449.494;GirthWeld;28720;12.38;11.45;;;;;;;
34781.31;22;624707.3218;7610553.048;449.5833;GirthWeld;28730;12.31;11.45;;;;;;;
34793.62;22;624719.4624;7610551.079;449.662;GirthWeld;28740;12.35;11.45;;;;;;;
34805.97;22;624731.6629;7610549.209;449.68;GirthWeld;28750;11.9;11.45;;;;;;;
34817.88;22;624743.4206;7610547.425;449.6535;GirthWeld;28760;12.32;11.45;;;;;;;
34830.2;22;624755.6002;7610545.618;449.6628;GirthWeld;28770;11.81;11.45;;;;;;;
34842.01;22;624767.2705;7610543.884;449.7028;GirthWeld;28780;12.37;11.45;;;;;;;
34854.38;22;624779.4922;7610542.067;449.7429;GirthWeld;28790;11.88;11.45;;;;;;;
34866.26;22;624791.2347;7610540.31;449.7539;GirthWeld;28800;12.32;11.45;;;;;;;
34878.58;22;624803.412;7610538.523;449.7167;GirthWeld;28810;12.35;11.45;;;;;;;
34890.93;22;624815.6216;7610536.728;449.6926;GirthWeld;28820;12.35;11.45;;;;;;;
34903.28;22;624827.8205;7610534.895;449.6991;GirthWeld;28830;12.34;11.45;;;;;;;
34915.62;22;624840.0173;7610533.08;449.7192;GirthWeld;28840;12.34;11.45;;;;;;;
34927.96;22;624852.2258;7610531.332;449.7509;GirthWeld;28850;12.37;11.45;;;;;;;
34940.33;22;624864.4618;7610529.586;449.8027;GirthWeld;28860;12.35;11.45;;;;;;;
34952.68;22;624876.6645;7610527.765;449.8025;GirthWeld;28870;12.34;11.45;;;;;;;
34965.03;22;624888.8525;7610525.894;449.7737;GirthWeld;28880;12.37;11.45;;;;;;;
34977.4;22;624901.0773;7610524.066;449.749;GirthWeld;28890;12.35;11.45;;;;;;;
34989.74;22;624913.2772;7610522.253;449.8265;GirthWeld;28900;12.27;11.45;;;;;;;
35002.01;22;624925.4082;7610520.474;450.059;GirthWeld;28910;12.34;11.45;;;;;;;
35005.04;22;624928.41;7610520.031;450.12;MM  / No. 18 @ KM 932+006,20;;;;;12:00;;;;;
35014.35;22;624937.5606;7610518.683;450.2545;GirthWeld;28920;12.35;11.45;;;;;;;
35026.7;22;624949.7578;7610516.857;450.2582;GirthWeld;28930;12.32;11.45;;;;;;;
