log dist. [m];gridzone;easting [m];northing [m];heighting [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
25083.24;22;615660.1183;7613670.064;418.2666;Girth Weld;20730;12.2;11.45;;;;;;;
25095.44;22;615668.476;7613661.258;417.9553;Girth Weld;20740;12.24;11.45;;;;;;;
25107.68;22;615678.6864;7613654.577;417.6207;Girth Weld;20750;12.29;11.45;;;;;;;
25119.97;22;615689.7379;7613649.222;417.0632;Girth Weld;20760;12.29;11.45;;;;;;;
25132.26;22;615700.7878;7613643.882;416.3832;Girth Weld;20770;12.31;11.45;;;;;;;
25144.58;22;615711.8775;7613638.559;415.7994;Girth Weld;20780;12.32;11.45;;;;;;;
25156.9;22;615722.9826;7613633.237;415.3198;Girth Weld;20790;11.95;11.45;;;;;;;
25168.85;22;615733.769;7613628.137;414.668;Girth Weld;20800;12.3;11.45;;;;;;;
25181.15;22;615744.8957;7613622.929;413.9649;Girth Weld;20810;12.34;11.45;;;;;;;
25193.49;22;615756.0715;7613617.737;413.407;Girth Weld;20820;12.31;11.45;;;;;;;
25205.8;22;615767.2215;7613612.539;412.856;Girth Weld;20830;12.33;11.45;;;;;;;
25218.13;22;615778.3546;7613607.297;412.1333;Girth Weld;20840;12.31;11.45;;;;;;;
25230.43;22;615789.4677;7613602.057;411.422;Girth Weld;20850;12.28;11.45;;;;;;;
25242.72;22;615800.5606;7613596.864;410.53;Girth Weld;20860;12.25;11.45;;;;;;;
25254.97;22;615811.6217;7613591.672;409.6573;Girth Weld;20870;12.31;11.45;;;;;;;
25267.27;22;615822.7251;7613586.453;408.7008;Girth Weld;20880;10.71;11.45;;;;;;;
25277.99;22;615832.4005;7613581.953;407.7419;Girth Weld;20890;12.35;11.45;;;;;;;
25290.33;22;615843.5255;7613576.712;406.6614;Girth Weld;20900;12.21;11.45;;;;;;;
25302.54;22;615854.4814;7613571.495;405.3337;Girth Weld;20910;12.25;11.45;;;;;;;
25314.8;22;615865.5104;7613566.257;404.311;Girth Weld;20920;12.2;11.45;;;;;;;
25327;22;615876.5052;7613560.996;404.3282;Girth Weld;20930;12.32;11.45;;;;;;;
25339.32;22;615887.584;7613555.701;405.408;Girth Weld;20940;12.26;11.45;;;;;;;
25351.58;22;615898.6317;7613550.511;406.5873;Girth Weld;20950;12.32;11.45;;;;;;;
25363.9;22;615909.7402;7613545.326;407.8129;Girth Weld;20960;12.32;11.45;;;;;;;
25376.21;22;615920.8205;7613540.071;408.9917;Girth Weld;20970;8.68;11.45;;;;;;;
25384.9;22;615928.6054;7613536.328;409.8806;Girth Weld;20980;12.33;11.45;;;;;;;
25397.22;22;615939.6761;7613531.007;410.933;Girth Weld;20990;12.29;11.45;;;;;;;
25409.51;22;615950.7419;7613525.713;411.7374;Girth Weld;21000;12.35;11.45;;;;;;;
25421.86;22;615961.8745;7613520.444;412.6243;Girth Weld;21010;12.28;11.45;;;;;;;
25434.14;22;615972.9664;7613515.229;413.4918;Girth Weld;21020;12.33;11.45;;;;;;;
25446.47;22;615984.0728;7613509.951;414.4673;Girth Weld;21030;12.27;11.45;;;;;;;
25458.74;22;615995.1118;7613504.66;415.406;Girth Weld;21040;12.12;11.45;;;;;;;
25470.87;22;616006.0075;7613499.4;416.2173;Girth Weld;21050;11.79;11.45;;;;;;;
25482.66;22;616016.5985;7613494.276;417.0161;Girth Weld;21060;12.31;11.45;;;;;;;
25494.97;22;616027.6242;7613488.871;417.9139;Girth Weld;21070;12.35;11.45;;;;;;;
25507.32;22;616038.7064;7613483.472;418.731;Girth Weld;21080;12.31;11.45;;;;;;;
25519.63;22;616049.7595;7613478.111;419.5362;Girth Weld;21090;12.22;11.45;;;;;;;
25531.85;22;616060.7394;7613472.801;420.3608;Girth Weld;21100;12.3;11.45;;;;;;;
25544.15;22;616071.8164;7613467.484;421.0266;Girth Weld;21110;11.97;11.45;;;;;;;
25556.11;22;616082.6264;7613462.386;421.6642;Girth Weld;21120;12.32;11.45;;;;;;;
25568.43;22;616093.7396;7613457.121;422.4429;Girth Weld;21130;12.35;11.45;;;;;;;
25580.78;22;616104.8597;7613451.807;423.2243;Girth Weld;21140;12.32;11.45;;;;;;;
25593.1;22;616115.9572;7613446.487;423.7853;Girth Weld;21150;12.19;11.45;;;;;;;
25605.29;22;616126.9483;7613441.235;424.2815;Girth Weld;21160;12.31;11.45;;;;;;;
25617.6;22;616138.0443;7613435.922;424.8167;Girth Weld;21170;12.3;11.45;;;;;;;
25629.9;22;616149.1136;7613430.587;425.4;Girth Weld;21180;12.31;11.45;;;;;;;
25642.2;22;616160.2013;7613425.27;425.9436;Girth Weld;21190;12.33;11.45;;;;;;;
25654.53;22;616171.3164;7613419.959;426.4893;Girth Weld;21200;12.24;11.45;;;;;;;
25666.76;22;616182.3429;7613414.674;427.015;Girth Weld;21210;12.26;11.45;;;;;;;
25679.03;22;616193.3866;7613409.362;427.5066;Girth Weld;21220;12.3;11.45;;;;;;;
25691.33;22;616204.4665;7613404.029;427.9998;Girth Weld;21230;12.34;11.45;;;;;;;
25703.67;22;616215.5927;7613398.703;428.4843;Girth Weld;21240;12.32;11.45;;;;;;;
25715.99;22;616226.6932;7613393.371;428.9208;Girth Weld;21250;12.29;11.45;;;;;;;
25728.29;22;616237.7528;7613388.011;429.3187;Girth Weld;21260;12.36;11.45;;;;;;;
25740.65;22;616248.8757;7613382.631;429.7582;Girth Weld;21270;12.31;11.45;;;;;;;
25752.95;22;616259.9608;7613377.294;430.0978;Girth Weld;21280;12.33;11.45;;;;;;;
25765.29;22;616271.0931;7613371.991;430.4654;Girth Weld;21290;12.16;11.45;;;;;;;
25777.45;22;616282.0551;7613366.738;430.8713;Girth Weld;21300;12.35;11.45;;;;;;;
25789.79;22;616293.1891;7613361.412;431.2731;Girth Weld;21310;12.34;11.45;;;;;;;
25794.33;22;616297.2826;7613359.449;431.3997;metal loss-milling feature;;;;-4.54;7:30;10;;18;20;YES
25802.13;22;616304.3149;7613356.076;431.628;Girth Weld;21320;12.15;11.45;;;;;;;
25814.28;22;616315.2637;7613350.82;432.0279;Girth Weld;21330;12.34;11.45;;;;;;;
25826.63;22;616326.3776;7613345.464;432.4177;Girth Weld;21340;12.33;11.45;;;;;;;
25838.95;22;616337.488;7613340.122;432.7134;Girth Weld;21350;12.33;11.45;;;;;;;
25851.29;22;616348.6099;7613334.792;432.9868;Girth Weld;21360;12.33;11.45;;;;;;;
25863.62;22;616359.7364;7613329.48;433.2885;Girth Weld;21370;12.33;11.45;;;;;;;
25875.95;22;616370.8629;7613324.176;433.5197;Girth Weld;21380;12.34;11.45;;;;;;;
25888.29;22;616382.0076;7613318.873;433.6839;Girth Weld;21390;12.32;11.45;;;;;;;
25900.61;22;616393.1457;7613313.601;433.9258;Girth Weld;21400;12.36;11.45;;;;;;;
25912.97;22;616404.3113;7613308.309;434.1632;Girth Weld;21410;12.37;11.45;;;;;;;
25925.34;22;616415.4788;7613302.986;434.3709;Girth Weld;21420;12.33;11.45;;;;;;;
25937.67;22;616426.5982;7613297.653;434.5225;Girth Weld;21430;12.34;11.45;;;;;;;
25950.01;22;616437.7276;7613292.319;434.7297;Girth Weld;21440;12.35;11.45;;;;;;;
25962.35;22;616448.8716;7613287.008;435.0014;Girth Weld;21450;12.33;11.45;;;;;;;
25974.68;22;616460.3365;7613282.528;435.1633;Girth Weld;21460;12.38;11.45;;;;;;;
25987.06;22;616472.3321;7613279.525;435.281;Girth Weld;21470;12.34;11.45;;;;;;;
25999.4;22;616484.5019;7613277.45;435.3942;Girth Weld;21480;12.26;11.45;;;;;;;
26011.66;22;616496.5984;7613275.434;435.5005;Girth Weld;21490;12.36;11.45;;;;;;;
26024.02;22;616508.7931;7613273.413;435.6708;Girth Weld;21500;12.32;11.45;;;;;;;
26036.35;22;616520.9553;7613271.434;435.6595;Girth Weld;21510;11.77;11.45;;;;;;;
26048.11;22;616532.5691;7613269.559;435.3337;Girth Weld;21520;12.35;11.45;;;;;;;
26060.46;22;616544.7496;7613267.538;435.2168;Girth Weld;21530;12.31;11.45;;;;;;;
26072.76;22;616556.8933;7613265.545;435.1039;Girth Weld;21540;11.87;11.45;;;;;;;
26084.63;22;616568.6087;7613263.66;435.2851;Girth Weld;21550;12.21;11.45;;;;;;;
26096.85;22;616580.6731;7613261.799;435.6062;Girth Weld;21560;12.26;11.45;;;;;;;
26109.1;22;616592.7941;7613259.972;435.4133;Girth Weld;21570;1.64;11.45;;;;;;;
26110.74;22;616594.4174;7613259.731;435.3952;Girth Weld;21580;12.29;11.45;;;;;;;
26123.04;22;616606.5683;7613257.909;435.09;Girth Weld;21590;12.38;11.45;;;;;;;
26135.42;22;616618.7719;7613255.974;434.4222;Area Start_wall thickness Change >;21600;12.32;13.74;;;;;;;
26137.21;22;616620.5452;7613255.694;434.4318;Area Start_Casing;;;13.74;;;;;;;
26147.74;22;616630.9463;7613254.049;434.4165;Girth Weld;21610;12.23;13.74;;;;;;;
26159.97;22;616643.0231;7613252.104;434.2573;Girth Weld;21620;12.3;13.74;;;;;;;
26169.54;22;616652.4661;7613250.586;434.0704;Area End_Casing;;;13.74;;;;;;;
26172.27;22;616655.1608;7613250.15;434.0174;Area Start_wall thickness Change <;21630;12.08;11.45;;;;;;;
26184.35;22;616667.0862;7613248.213;433.8843;Girth Weld;21640;12.01;11.45;;;;;;;
26196.36;22;616678.9504;7613246.311;433.8997;Girth Weld;21650;12.18;11.45;;;;;;;
26208.55;22;616690.979;7613244.367;433.901;Girth Weld;21660;7.24;11.45;;;;;;;
26215.79;22;616698.1278;7613243.227;433.9031;Girth Weld;21670;11.34;11.45;;;;;;;
26227.13;22;616709.332;7613241.469;433.8482;Girth Weld;21680;12.31;11.45;;;;;;;
26239.44;22;616721.5058;7613239.608;433.7441;Girth Weld;21690;12.36;11.45;;;;;;;
26251.8;22;616733.7268;7613237.738;433.6485;Girth Weld;21700;12.2;11.45;;;;;;;
26264;22;616745.7856;7613235.873;433.4249;Girth Weld;21710;12.24;11.45;;;;;;;
26276.25;22;616757.8759;7613233.963;433.1138;Girth Weld;21720;12.38;11.45;;;;;;;
26288.63;22;616770.0997;7613232.008;432.7923;Girth Weld;21730;12.36;11.45;;;;;;;
26300.99;22;616782.3063;7613230.057;432.4535;Girth Weld;21740;12.32;11.45;;;;;;;
26313.31;22;616794.4694;7613228.116;432.1717;Girth Weld;21750;12.36;11.45;;;;;;;
26325.67;22;616806.6659;7613226.137;431.8857;Girth Weld;21760;12.34;11.45;;;;;;;
26338.01;22;616818.8429;7613224.202;431.415;Girth Weld;21770;12.26;11.45;;;;;;;
26350.26;22;616830.9482;7613222.341;430.9397;Girth Weld;21780;12.35;11.45;;;;;;;
26362.61;22;616843.149;7613220.487;430.5466;Girth Weld;21790;12.34;11.45;;;;;;;
26374.95;22;616855.3349;7613218.578;430.1467;Girth Weld;21800;12.32;11.45;;;;;;;
26387.27;22;616867.5025;7613216.678;429.6771;Girth Weld;21810;12.36;11.45;;;;;;;
26399.64;22;616879.7157;7613214.801;429.2252;Girth Weld;21820;12.32;11.45;;;;;;;
26411.96;22;616891.8929;7613212.959;428.8022;Girth Weld;21830;12.36;11.45;;;;;;;
26424.32;22;616904.1149;7613211.126;428.4037;Girth Weld;21840;12.35;11.45;;;;;;;
26436.67;22;616916.3278;7613209.343;427.9435;Girth Weld;21850;12.35;11.45;;;;;;;
26449.02;22;616928.537;7613207.58;427.4456;Girth Weld;21860;11.9;11.45;;;;;;;
26460.92;22;616940.3162;7613205.888;427.0732;Girth Weld;21870;12.27;11.45;;;;;;;
26473.2;22;616952.459;7613204.136;426.7032;Girth Weld;21880;12.35;11.45;;;;;;;
26485.54;22;616964.6708;7613202.379;426.2018;Girth Weld;21890;12.34;11.45;;;;;;;
26497.88;22;616976.8827;7613200.682;425.6457;Girth Weld;21900;12.26;11.45;;;;;;;
26510.15;22;616989.0207;7613199.001;425.2024;Girth Weld;21910;12.35;11.45;;;;;;;
26522.49;22;617001.2373;7613197.244;424.8227;Girth Weld;21920;12.32;11.45;;;;;;;
26534.81;22;617013.4236;7613195.477;424.4271;Girth Weld;21930;12.37;11.45;;;;;;;
26547.18;22;617025.6568;7613193.708;423.9979;Girth Weld;21940;12.2;11.45;;;;;;;
26559.38;22;617037.7297;7613191.991;423.6257;Girth Weld;21950;12.09;11.45;;;;;;;
26571.47;22;617049.6932;7613190.272;423.2235;Girth Weld;21960;12.01;11.45;;;;;;;
26583.48;22;617061.5761;7613188.568;422.827;Girth Weld;21970;12.37;11.45;;;;;;;
26595.85;22;617073.8107;7613186.797;422.4407;Girth Weld;21980;12.32;11.45;;;;;;;
26608.17;22;617085.9997;7613185.026;422.1225;Girth Weld;21990;12.37;11.45;;;;;;;
26620.54;22;617098.2383;7613183.248;421.8386;Girth Weld;22000;12.29;11.45;;;;;;;
26632.83;22;617110.3976;7613181.477;421.4694;Girth Weld;22010;12.31;11.45;;;;;;;
26645.14;22;617122.5809;7613179.712;421.1329;Girth Weld;22020;12.36;11.45;;;;;;;
26657.5;22;617134.8093;7613177.957;420.8326;Girth Weld;22030;12.37;11.45;;;;;;;
26669.87;22;617147.0511;7613176.211;420.5404;Girth Weld;22040;12.16;11.45;;;;;;;
26682.03;22;617159.0878;7613174.488;420.2352;Girth Weld;22050;12.3;11.45;;;;;;;
26694.33;22;617171.2634;7613172.722;420.0488;Girth Weld;22060;12.38;11.45;;;;;;;
26694.35;22;617171.2822;7613172.72;420.0486;metal loss-construction feature  / girth weld feature;;;;-0.02;5:44;29;;24;43;n/a
26706.71;22;617183.5175;7613170.948;419.9184;Girth Weld;22070;12.32;11.45;;;;;;;
26719.03;22;617195.7077;7613169.197;419.6988;Girth Weld;22080;12.37;11.45;;;;;;;
26731.4;22;617207.9616;7613167.488;419.4814;Girth Weld;22090;11.97;11.45;;;;;;;
26743.38;22;617219.8253;7613165.861;419.2807;Girth Weld;22100;12.19;11.45;;;;;;;
26755.57;22;617231.8975;7613164.166;419.1351;Girth Weld;22110;12.32;11.45;;;;;;;
26767.89;22;617244.0798;7613162.336;418.9138;Girth Weld;22120;12.18;11.45;;;;;;;
26780.06;22;617256.1147;7613160.534;418.504;Girth Weld;22130;12.38;11.45;;;;;;;
26791.9;22;617267.8212;7613158.79;418.2381;metal loss-milling feature  / poss. longitudinal weld feature - FUIN;;;;-11.84;3:45;10;;55;17;YES
26792.44;22;617268.3593;7613158.709;418.2329;Girth Weld;22140;9.79;11.45;;;;;;;
26802.23;22;617278.038;7613157.262;418.1062;Girth Weld;22150;12.33;11.45;;;;;;;
26814.56;22;617290.2447;7613155.5;417.8325;Girth Weld;22160;12.34;11.45;;;;;;;
26826.9;22;617302.4636;7613153.807;417.5363;Girth Weld;22170;12.36;11.45;;;;;;;
26839.26;22;617314.7262;7613152.244;417.3052;Girth Weld;22180;12.32;11.45;;;;;;;
26851.58;22;617326.9497;7613150.768;416.9301;Girth Weld;22190;12.27;11.45;;;;;;;
26863.85;22;617339.1224;7613149.235;416.6077;Girth Weld;22200;12.27;11.45;;;;;;;
26876.13;22;617351.2867;7613147.633;416.2987;Girth Weld;22210;12.32;11.45;;;;;;;
26888.45;22;617363.5051;7613146.047;416.0552;Girth Weld;22220;12.24;11.45;;;;;;;
26900.68;22;617375.6387;7613144.476;415.8101;Girth Weld;22230;12.19;11.45;;;;;;;
26912.87;22;617387.7179;7613142.866;415.5333;Girth Weld;22240;12.34;11.45;;;;;;;
26925.21;22;617399.9481;7613141.225;415.2392;Girth Weld;22250;11.96;11.45;;;;;;;
26937.17;22;617411.7931;7613139.635;414.8671;Girth Weld;22260;12.23;11.45;;;;;;;
26949.4;22;617423.8989;7613138.053;414.2552;Girth Weld;22270;12.35;11.45;;;;;;;
26961.74;22;617436.1241;7613136.467;413.5597;Girth Weld;22280;12.31;11.45;;;;;;;
26974.05;22;617448.3169;7613134.841;413.0601;Girth Weld;22290;12.38;11.45;;;;;;;
26986.43;22;617460.5721;7613133.187;412.5745;Girth Weld;22300;12.35;11.45;;;;;;;
26998.77;22;617472.8021;7613131.546;412.1689;Girth Weld;22310;12.33;11.45;;;;;;;
26999.12;22;617473.143;7613131.5;412.159;MM  / No. 14 @ KM 924+001,76;;;;;12:00;;;;;
27011.1;22;617484.9808;7613129.885;411.7406;Girth Weld;22320;12.34;11.45;;;;;;;
27023.44;22;617497.1745;7613128.26;410.9796;Girth Weld;22330;12.35;11.45;;;;;;;
27035.79;22;617509.3849;7613126.656;410.217;Girth Weld;22340;12.32;11.45;;;;;;;
27048.11;22;617521.5753;7613125.033;409.8018;Girth Weld;22350;12.35;11.45;;;;;;;
27060.46;22;617533.7688;7613123.417;408.8645;Girth Weld;22360;12.32;11.45;;;;;;;
27072.78;22;617545.9381;7613121.735;408.1597;Girth Weld;22370;12.38;11.45;;;;;;;
27085.16;22;617558.1583;7613119.975;407.5334;Girth Weld;22380;12.02;11.45;;;;;;;
27097.18;22;617570.0025;7613118.232;406.5939;Girth Weld;22390;12.46;11.45;;;;;;;
27109.64;22;617581.8838;7613114.8;405.774;Girth Weld;22400;12.38;11.45;;;;;;;
27122.02;22;617592.8842;7613109.209;405.0942;Girth Weld;22410;11.81;11.45;;;;;;;
27133.83;22;617603.1156;7613103.404;404.1884;Girth Weld;22420;12.34;11.45;;;;;;;
27146.17;22;617613.816;7613097.353;403.3061;Girth Weld;22430;12.36;11.45;;;;;;;
27158.52;22;617624.4988;7613091.237;402.4152;Girth Weld;22440;12.33;11.45;;;;;;;
27170.85;22;617635.1347;7613085.1;401.4677;Girth Weld;22450;12.38;11.45;;;;;;;
27183.23;22;617645.84;7613078.977;400.6187;Girth Weld;22460;12.33;11.45;;;;;;;
27195.56;22;617656.5148;7613072.893;399.7364;Girth Weld;22470;12.35;11.45;;;;;;;
27207.91;22;617667.2024;7613066.816;398.782;Girth Weld;22480;12.34;11.45;;;;;;;
27220.25;22;617677.9009;7613060.77;397.804;Girth Weld;22490;12.33;11.45;;;;;;;
27232.58;22;617688.6051;7613054.784;396.7238;Girth Weld;22500;12.3;11.45;;;;;;;
27244.88;22;617699.2814;7613048.815;395.5805;Girth Weld;22510;12.33;11.45;;;;;;;
27257.21;22;617709.9556;7613042.78;394.4659;Girth Weld;22520;12.31;11.45;;;;;;;
27269.51;22;617720.6302;7613036.784;393.3505;Girth Weld;22530;12.35;11.45;;;;;;;
27281.87;22;617731.4035;7613030.914;392.0774;Girth Weld;22540;9.93;11.45;;;;;;;
27291.8;22;617740.0748;7613026.246;390.9018;Girth Weld;22550;12.37;11.45;;;;;;;
27304.17;22;617750.8828;7613020.387;389.6459;Area Start_wall thickness Change >;22560;12.29;13.74;;;;;;;
27316.46;22;617761.5922;7613014.493;388.5739;Girth Weld;22570;12.31;13.74;;;;;;;
27328.76;22;617772.2955;7613008.551;387.4706;Girth Weld;22580;12.33;13.74;;;;;;;
27341.1;22;617782.8822;7613002.326;387.0267;Girth Weld;22590;12.36;13.74;;;;;;;
27353.45;22;617793.2679;7612995.695;387.8099;Girth Weld;22600;12.3;13.74;;;;;;;
27365.75;22;617803.7588;7612989.31;387.9583;Girth Weld;22610;12.34;13.74;;;;;;;
27378.09;22;617814.3966;7612983.11;388.1741;Girth Weld;22620;12.27;13.74;;;;;;;
27390.37;22;617825.0199;7612977.1;389.3981;Area Start_wall thickness Change <;22630;12.4;11.45;;;;;;;
27402.77;22;617835.7675;7612971.178;391.118;Girth Weld;22640;12.33;11.45;;;;;;;
27415.1;22;617846.3612;7612965.318;393.4488;Girth Weld;22650;10.59;11.45;;;;;;;
27425.7;22;617855.4938;7612960.241;395.167;Girth Weld;22660;12.31;11.45;;;;;;;
27438.01;22;617866.1333;7612954.342;397.0455;Girth Weld;22670;12.38;11.45;;;;;;;
27450.38;22;617876.8161;7612948.362;398.8147;Girth Weld;22680;12.32;11.45;;;;;;;
27462.71;22;617887.4551;7612942.357;400.393;Girth Weld;22690;12.34;11.45;;;;;;;
27475.05;22;617898.1059;7612936.301;401.8004;Girth Weld;22700;12.35;11.45;;;;;;;
27487.4;22;617908.7644;7612930.194;403.0251;Girth Weld;22710;12.33;11.45;;;;;;;
27499.73;22;617919.4141;7612924.089;404.1365;Girth Weld;22720;12.33;11.45;;;;;;;
27512.06;22;617930.0724;7612917.989;405.1702;Girth Weld;22730;12.37;11.45;;;;;;;
27524.43;22;617940.7737;7612911.895;406.2454;Girth Weld;22740;12.32;11.45;;;;;;;
27536.75;22;617951.4521;7612905.835;407.1423;Girth Weld;22750;12.36;11.45;;;;;;;
27549.11;22;617962.1317;7612899.7;408.0372;Girth Weld;22760;12.34;11.45;;;;;;;
27561.45;22;617972.7969;7612893.568;408.9333;Girth Weld;22770;12.34;11.45;;;;;;;
27573.79;22;617983.4622;7612887.449;409.8183;Girth Weld;22780;12.35;11.45;;;;;;;
27586.14;22;617994.1348;7612881.311;410.7357;Girth Weld;22790;11.82;11.45;;;;;;;
27597.96;22;618004.3493;7612875.449;411.6157;Girth Weld;22800;12.33;11.45;;;;;;;
27610.29;22;618015.0103;7612869.321;412.4002;Girth Weld;22810;12.2;11.45;;;;;;;
27622.5;22;618025.5685;7612863.268;413.1992;Girth Weld;22820;12.33;11.45;;;;;;;
27634.83;22;618036.2267;7612857.146;414.0475;Girth Weld;22830;12.36;11.45;;;;;;;
27647.18;22;618046.911;7612851.013;414.8809;Girth Weld;22840;12.35;11.45;;;;;;;
27659.53;22;618057.5925;7612844.881;415.5916;Girth Weld;22850;12.33;11.45;;;;;;;
27671.86;22;618068.2908;7612838.79;416.1243;Girth Weld;22860;11.98;11.45;;;;;;;
27683.84;22;618078.6863;7612832.879;416.6503;Girth Weld;22870;12.33;11.45;;;;;;;
27696.17;22;618089.3558;7612826.758;417.3011;Girth Weld;22880;12.38;11.45;;;;;;;
27708.54;22;618100.0667;7612820.607;417.9118;Girth Weld;22890;12.34;11.45;;;;;;;
27720.88;22;618110.7633;7612814.483;418.371;Girth Weld;22900;12.34;11.45;;;;;;;
27733.23;22;618121.4741;7612808.384;418.8404;Girth Weld;22910;12.21;11.45;;;;;;;
27745.44;22;618132.0717;7612802.351;419.2833;Girth Weld;22920;12.35;11.45;;;;;;;
27757.79;22;618142.7913;7612796.256;419.6569;Girth Weld;22930;12.3;11.45;;;;;;;
27770.09;22;618153.4637;7612790.165;419.9501;Girth Weld;22940;12.35;11.45;;;;;;;
27782.44;22;618164.1815;7612784.063;420.248;Girth Weld;22950;12.35;11.45;;;;;;;
27794.79;22;618174.883;7612777.917;420.5549;Girth Weld;22960;12.34;11.45;;;;;;;
27807.13;22;618185.5706;7612771.782;420.8392;Girth Weld;22970;12.33;11.45;;;;;;;
27819.46;22;618196.2694;7612765.68;421.1236;Girth Weld;22980;12.34;11.45;;;;;;;
27831.8;22;618206.9902;7612759.591;421.3466;Girth Weld;22990;12.26;11.45;;;;;;;
27844.06;22;618217.6361;7612753.541;421.5224;Girth Weld;23000;12.34;11.45;;;;;;;
27856.39;22;618228.3315;7612747.417;421.5925;Girth Weld;23010;12.31;11.45;;;;;;;
27868.71;22;618238.9711;7612741.256;421.3186;Girth Weld;23020;12.26;11.45;;;;;;;
27880.97;22;618249.8208;7612735.638;420.8105;Girth Weld;23030;12.29;11.45;;;;;;;
27893.26;22;618261.6592;7612732.489;420.7947;Area Start_wall thickness Change >;23040;12.28;13.74;;;;;;;
27905.54;22;618273.7544;7612730.449;421.1023;Area Start_wall thickness Change <;23050;12.35;11.45;;;;;;;
27917.88;22;618285.9862;7612728.988;421.35;Girth Weld;23060;12.26;11.45;;;;;;;
27930.15;22;618298.183;7612729.754;421.7688;Girth Weld;23070;12.32;11.45;;;;;;;
27942.47;22;618310.3106;7612731.84;422.0602;Girth Weld;23080;4.99;11.45;;;;;;;
27947.46;22;618315.2256;7612732.675;422.0792;Girth Weld;23090;12.31;11.45;;;;;;;
27959.76;22;618327.3465;7612734.734;422.0535;Girth Weld;23100;12.19;11.45;;;;;;;
27971.95;22;618339.361;7612736.728;422.0461;Girth Weld;23110;12.33;11.45;;;;;;;
27984.28;22;618351.5135;7612738.743;422.0143;Girth Weld;23120;12.39;11.45;;;;;;;
27996.67;22;618363.717;7612740.781;421.8897;Girth Weld;23130;12.34;11.45;;;;;;;
28009.01;22;618375.8669;7612742.85;421.6668;Girth Weld;23140;12.34;11.45;;;;;;;
28021.34;22;618388.0113;7612744.948;421.4207;Girth Weld;23150;11.97;11.45;;;;;;;
28033.32;22;618399.7995;7612746.969;421.2425;Girth Weld;23160;12.13;11.45;;;;;;;
28045.44;22;618411.738;7612749.011;421.0674;Girth Weld;23170;12.18;11.45;;;;;;;
28057.63;22;618423.7339;7612751.062;420.8851;Girth Weld;23180;12.33;11.45;;;;;;;
28069.95;22;618435.8749;7612753.113;420.7209;Girth Weld;23190;12.34;11.45;;;;;;;
28082.29;22;618448.0303;7612755.163;420.563;Girth Weld;23200;12.32;11.45;;;;;;;
28094.61;22;618460.1676;7612757.215;420.3782;Girth Weld;23210;12.35;11.45;;;;;;;
28106.97;22;618472.3304;7612759.29;420.1799;Girth Weld;23220;12.29;11.45;;;;;;;
28119.26;22;618484.435;7612761.332;419.9124;Girth Weld;23230;11.97;11.45;;;;;;;
28131.22;22;618496.2183;7612763.307;419.5622;Girth Weld;23240;12.31;11.45;;;;;;;
28143.54;22;618508.3382;7612765.379;419.2167;Girth Weld;23250;12.33;11.45;;;;;;;
28155.87;22;618520.4792;7612767.456;418.8961;Girth Weld;23260;12.37;11.45;;;;;;;
28168.24;22;618532.656;7612769.545;418.6383;Girth Weld;23270;12.27;11.45;;;;;;;
28180.51;22;618544.7306;7612771.616;418.242;Girth Weld;23280;12.32;11.45;;;;;;;
28192.83;22;618556.847;7612773.718;417.8063;Girth Weld;23290;12.34;11.45;;;;;;;
28205.17;22;618568.9926;7612775.804;417.3713;Girth Weld;23300;12.03;11.45;;;;;;;
28217.21;22;618580.8418;7612777.779;416.9107;Girth Weld;23310;12.22;11.45;;;;;;;
28229.43;22;618592.8719;7612779.775;416.3447;Girth Weld;23320;12.39;11.45;;;;;;;
28241.81;22;618605.0651;7612781.798;415.7438;Girth Weld;23330;12.37;11.45;;;;;;;
28254.18;22;618617.2368;7612783.764;414.9805;Girth Weld;23340;12.38;11.45;;;;;;;
28266.56;22;618629.4871;7612785.186;414.2388;Girth Weld;23350;12.37;11.45;;;;;;;
28278.94;22;618641.8203;7612785.08;413.6458;Girth Weld;23360;12.38;11.45;;;;;;;
28291.31;22;618653.9258;7612782.759;413.1606;Girth Weld;23370;12.21;11.45;;;;;;;
28303.53;22;618665.5268;7612779.031;412.5669;Girth Weld;23380;12.36;11.45;;;;;;;
28315.89;22;618677.2784;7612775.294;411.9417;Girth Weld;23390;12.27;11.45;;;;;;;
28328.16;22;618688.9445;7612771.568;411.3549;Girth Weld;23400;12.32;11.45;;;;;;;
28340.48;22;618700.6708;7612767.893;410.7098;Girth Weld;23410;12.31;11.45;;;;;;;
28352.79;22;618712.4097;7612764.294;410.0252;Girth Weld;23420;12.23;11.45;;;;;;;
28365.02;22;618724.085;7612760.779;409.3206;Girth Weld;23430;12.33;11.45;;;;;;;
28377.35;22;618735.85;7612757.235;408.5115;Girth Weld;23440;12.36;11.45;;;;;;;
28389.7;22;618747.6366;7612753.644;407.78;Girth Weld;23450;12.29;11.45;;;;;;;
28402;22;618759.362;7612750.06;407.0908;Girth Weld;23460;12.24;11.45;;;;;;;
28414.24;22;618771.0454;7612746.536;406.389;Girth Weld;23470;12.31;11.45;;;;;;;
28426.55;22;618782.8383;7612743.13;405.5925;Girth Weld;23480;12.27;11.45;;;;;;;
28438.82;22;618794.6104;7612739.826;404.752;Girth Weld;23490;12.23;11.45;;;;;;;
