log dist. [m];gridzone;easting [m];northing [m];heighting [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
7571.2;22;599422.489;7619338.309;469.5611;Girth Weld;6210;11.88;11.45;;;;;;;
7583.08;22;599433.7477;7619334.65;470.4712;Girth Weld;6220;12.37;11.45;;;;;;;
7595.45;22;599445.4575;7619330.832;471.4575;Girth Weld;6230;12.36;11.45;;;;;;;
7607.81;22;599457.159;7619327.027;472.4582;Girth Weld;6240;12.36;11.45;;;;;;;
7620.16;22;599468.8588;7619323.223;473.5175;Girth Weld;6250;12.3;11.45;;;;;;;
7632.46;22;599480.4951;7619319.419;474.5708;Girth Weld;6260;12.39;11.45;;;;;;;
7644.85;22;599492.212;7619315.581;475.6686;Girth Weld;6270;12.36;11.45;;;;;;;
7657.21;22;599503.9071;7619311.788;476.7974;Girth Weld;6280;12.35;11.45;;;;;;;
7669.56;22;599515.6086;7619308.023;477.8363;Girth Weld;6290;12.36;11.45;;;;;;;
7681.92;22;599527.3234;7619304.229;478.8164;Girth Weld;6300;11.63;11.45;;;;;;;
7693.54;22;599538.3146;7619300.612;479.8285;Girth Weld;6310;12.36;11.45;;;;;;;
7705.9;22;599550.0106;7619296.75;480.6274;Girth Weld;6320;12.34;11.45;;;;;;;
7718.24;22;599561.7057;7619292.92;481.3145;Girth Weld;6330;12.37;11.45;;;;;;;
7730.6;22;599573.4302;7619289.114;482.1401;Girth Weld;6340;12.33;11.45;;;;;;;
7742.93;22;599585.1205;7619285.339;483.0248;Girth Weld;6350;12.36;11.45;;;;;;;
7755.29;22;599596.8599;7619281.597;483.8534;Girth Weld;6360;11.66;11.45;;;;;;;
7766.95;22;599607.9401;7619278.06;484.4608;Girth Weld;6370;12.32;11.45;;;;;;;
7779.28;22;599619.6394;7619274.256;484.9495;Girth Weld;6380;11.65;11.45;;;;;;;
7790.93;22;599630.6921;7619270.635;485.3257;Girth Weld;6390;12.36;11.45;;;;;;;
7803.29;22;599642.4322;7619266.817;485.5748;Girth Weld;6400;12.32;11.45;;;;;;;
7815.6;22;599654.1289;7619263.015;485.7499;Girth Weld;6410;12.34;11.45;;;;;;;
7827.95;22;599665.8528;7619259.209;485.7963;Girth Weld;6420;12.33;11.45;;;;;;;
7840.28;22;599677.5783;7619255.448;485.6252;Girth Weld;6430;12.37;11.45;;;;;;;
7852.64;22;599689.3249;7619251.641;485.3697;Girth Weld;6440;12.21;11.45;;;;;;;
7864.86;22;599700.9267;7619247.881;485.2035;Girth Weld;6450;12.37;11.45;;;;;;;
7877.22;22;599712.6664;7619244.047;485.1209;Girth Weld;6460;12.34;11.45;;;;;;;
7889.56;22;599724.3727;7619240.197;484.9696;Girth Weld;6470;12.36;11.45;;;;;;;
7901.92;22;599736.1051;7619236.38;484.6716;Girth Weld;6480;12.11;11.45;;;;;;;
7914.03;22;599747.6117;7619232.664;484.4014;Girth Weld;6490;12.34;11.45;;;;;;;
7926.37;22;599759.3228;7619228.847;484.2091;Girth Weld;6500;12.1;11.45;;;;;;;
7938.47;22;599770.809;7619225.092;484.1407;Girth Weld;6510;11.1;11.45;;;;;;;
7949.56;22;599781.349;7619221.667;484.162;Girth Weld;6520;12.36;11.45;;;;;;;
7961.92;22;599793.1027;7619217.902;484.34;Girth Weld;6530;12.35;11.45;;;;;;;
7974.27;22;599804.836;7619214.092;484.4368;Girth Weld;6540;12.34;11.45;;;;;;;
7986.61;22;599816.5574;7619210.29;484.3796;Girth Weld;6550;12.36;11.45;;;;;;;
7998.97;22;599828.3104;7619206.512;484.192;Girth Weld;6560;12.32;11.45;;;;;;;
8011.3;22;599840.0124;7619202.706;483.9998;Girth Weld;6570;12.15;11.45;;;;;;;
8023.45;22;599851.5358;7619198.906;483.733;Girth Weld;6580;12.35;11.45;;;;;;;
8035.8;22;599863.2364;7619195.031;483.4218;Girth Weld;6590;12.37;11.45;;;;;;;
8048.16;22;599874.978;7619191.206;483.1547;Girth Weld;6600;12.16;11.45;;;;;;;
8060.33;22;599886.5296;7619187.462;482.9056;Girth Weld;6610;12.36;11.45;;;;;;;
8072.68;22;599898.2742;7619183.683;482.6397;Girth Weld;6620;12.35;11.45;;;;;;;
8085.04;22;599910.0119;7619179.894;482.348;Girth Weld;6630;12.34;11.45;;;;;;;
8097.37;22;599921.7318;7619176.103;482.0805;Girth Weld;6640;12.35;11.45;;;;;;;
8109.73;22;599933.4621;7619172.288;481.87;Girth Weld;6650;12.34;11.45;;;;;;;
8122.07;22;599945.182;7619168.48;481.6664;Girth Weld;6660;12.36;11.45;;;;;;;
8134.43;22;599956.9297;7619164.681;481.4406;Girth Weld;6670;12.33;11.45;;;;;;;
8146.76;22;599968.653;7619160.925;481.2418;Girth Weld;6680;12.36;11.45;;;;;;;
8159.13;22;599980.4112;7619157.155;481.0609;Girth Weld;6690;12.31;11.45;;;;;;;
8171.44;22;599992.1017;7619153.36;480.8242;Girth Weld;6700;12.37;11.45;;;;;;;
8183.81;22;600003.8355;7619149.506;480.543;Girth Weld;6710;12.35;11.45;;;;;;;
8196.16;22;600015.5556;7619145.66;480.2896;Girth Weld;6720;12.34;11.45;;;;;;;
8208.5;22;600027.2659;7619141.821;479.9804;Girth Weld;6730;12.37;11.45;;;;;;;
8220.87;22;600039.002;7619137.99;479.6724;Girth Weld;6740;12.24;11.45;;;;;;;
8233.11;22;600050.6243;7619134.199;479.3728;Girth Weld;6750;11.97;11.45;;;;;;;
8245.08;22;600061.9891;7619130.506;479.1288;Girth Weld;6760;12.12;11.45;;;;;;;
8257.2;22;600073.4987;7619126.772;478.8063;Girth Weld;6770;12.32;11.45;;;;;;;
8269.52;22;600085.1986;7619122.972;478.5258;Girth Weld;6780;12.38;11.45;;;;;;;
8281.91;22;600096.9603;7619119.157;478.3904;Girth Weld;6790;12.35;11.45;;;;;;;
8294.25;22;600108.6942;7619115.371;478.3485;Girth Weld;6800;12.35;11.45;;;;;;;
8306.61;22;600120.4453;7619111.61;478.3198;Girth Weld;6810;12.36;11.45;;;;;;;
8318.97;22;600132.1942;7619107.82;478.6326;Girth Weld;6820;12.35;11.45;;;;;;;
8331.32;22;600143.9159;7619104.01;479.1352;Girth Weld;6830;12.36;11.45;;;;;;;
8343.68;22;600155.6374;7619100.178;479.8128;Girth Weld;6840;12.33;11.45;;;;;;;
8356.01;22;600167.3397;7619096.399;480.5552;Girth Weld;6850;12.35;11.45;;;;;;;
8368.36;22;600179.0567;7619092.609;481.2769;Girth Weld;6860;12.17;11.45;;;;;;;
8380.53;22;600190.6045;7619088.85;481.9309;Girth Weld;6870;10.19;11.45;;;;;;;
8390.73;22;600200.2716;7619085.685;482.362;Girth Weld;6880;11.97;11.45;;;;;;;
8402.7;22;600211.6187;7619081.954;482.9765;Girth Weld;6890;12.34;11.45;;;;;;;
8415.04;22;600223.3122;7619078.166;483.8941;Girth Weld;6900;12.34;11.45;;;;;;;
8427.38;22;600235.0096;7619074.408;484.8949;Girth Weld;6910;12.33;11.45;;;;;;;
8439.71;22;600246.7039;7619070.598;485.5552;Girth Weld;6920;11.85;11.45;;;;;;;
8451.56;22;600257.9637;7619066.987;486.1094;Girth Weld;6930;12.31;11.45;;;;;;;
8463.86;22;600269.6476;7619063.221;486.7518;Girth Weld;6940;12.37;11.45;;;;;;;
8476.23;22;600281.3911;7619059.429;487.3459;Girth Weld;6950;12.34;11.45;;;;;;;
8488.57;22;600293.1106;7619055.631;487.8289;Girth Weld;6960;12.34;11.45;;;;;;;
8500.91;22;600304.8123;7619051.788;488.3009;Girth Weld;6970;12.36;11.45;;;;;;;
8513.27;22;600316.5195;7619047.905;488.8097;Girth Weld;6980;12.32;11.45;;;;;;;
8525.59;22;600328.1991;7619044.035;489.2011;Girth Weld;6990;12.35;11.45;;;;;;;
8537.94;22;600339.9115;7619040.172;489.5189;Girth Weld;7000;12.33;11.45;;;;;;;
8550.28;22;600351.6094;7619036.317;489.7893;Girth Weld;7010;12.35;11.45;;;;;;;
8562.63;22;600363.3274;7619032.46;490.0126;Girth Weld;7020;12.34;11.45;;;;;;;
8574.97;22;600375.04;7619028.642;490.2137;Girth Weld;7030;12.23;11.45;;;;;;;
8587.19;22;600386.672;7619024.922;490.3827;Girth Weld;7040;12.35;11.45;;;;;;;
8599.55;22;600398.4211;7619021.158;490.507;Girth Weld;7050;12.35;11.45;;;;;;;
8611.9;22;600410.1578;7619017.363;490.575;Girth Weld;7060;12.34;11.45;;;;;;;
8624.24;22;600421.8835;7619013.564;490.6128;Girth Weld;7070;12.28;11.45;;;;;;;
8636.52;22;600433.541;7619009.739;490.6733;Girth Weld;7080;12.25;11.45;;;;;;;
8648.77;22;600445.1595;7619005.914;490.7413;Girth Weld;7090;12.35;11.45;;;;;;;
8661.12;22;600456.8915;7619002.093;490.792;Girth Weld;7100;12.34;11.45;;;;;;;
8673.46;22;600468.5969;7618998.246;490.7402;Girth Weld;7110;12.36;11.45;;;;;;;
8685.82;22;600480.319;7618994.38;490.6469;Girth Weld;7120;12.33;11.45;;;;;;;
8698.15;22;600492.0174;7618990.547;490.518;Girth Weld;7130;12.35;11.45;;;;;;;
8710.49;22;600503.7458;7618986.752;490.2304;Girth Weld;7140;12.37;11.45;;;;;;;
8722.86;22;600515.508;7618983;489.9548;Girth Weld;7150;12.11;11.45;;;;;;;
8734.96;22;600527.0152;7618979.298;489.7291;Girth Weld;7160;12.29;11.45;;;;;;;
8747.25;22;600538.6605;7618975.451;489.3219;Girth Weld;7170;9.93;11.45;;;;;;;
8757.18;22;600548.037;7618972.245;488.9159;Girth Weld;7180;3.05;11.45;;;;;;;
8760.24;22;600550.9143;7618971.244;488.795;Girth Weld;7190;12.33;11.45;;;;;;;
8772.56;22;600562.5268;7618967.191;488.3149;Girth Weld;7200;12.37;11.45;;;;;;;
8784.93;22;600574.1924;7618963.135;488.2393;Girth Weld;7210;12.33;11.45;;;;;;;
8797.26;22;600585.8554;7618959.214;488.0364;Girth Weld;7220;12.25;11.45;;;;;;;
8809.51;22;600597.5005;7618955.524;488.1177;Girth Weld;7230;8.26;11.45;;;;;;;
8817.76;22;600605.3407;7618953.076;488.8905;Girth Weld;7240;11.8;11.45;;;;;;;
8829.56;22;600616.5884;7618949.61;489.5284;Girth Weld;7250;12.07;11.45;;;;;;;
8841.64;22;600628.0956;7618946.063;490.2123;Girth Weld;7260;12.03;11.45;;;;;;;
8853.67;22;600639.5429;7618942.476;490.9346;Girth Weld;7270;12.35;11.45;;;;;;;
8866.01;22;600651.2804;7618938.728;491.4704;Girth Weld;7280;11.84;11.45;;;;;;;
8877.85;22;600662.5336;7618935.122;492.0183;Girth Weld;7290;12.34;11.45;;;;;;;
8890.2;22;600674.2426;7618931.312;492.646;Girth Weld;7300;12.34;11.45;;;;;;;
8902.54;22;600685.9312;7618927.439;493.2022;Girth Weld;7310;12.34;11.45;;;;;;;
8914.87;22;600697.6192;7618923.561;493.7083;Girth Weld;7320;12.34;11.45;;;;;;;
8927.22;22;600709.3157;7618919.694;494.2752;Girth Weld;7330;12.33;11.45;;;;;;;
8939.55;22;600721.0075;7618915.862;494.8234;Girth Weld;7340;12.36;11.45;;;;;;;
8951.91;22;600732.7338;7618912.018;495.3104;Girth Weld;7350;12.34;11.45;;;;;;;
8964.25;22;600744.4391;7618908.209;495.9112;Girth Weld;7360;12.35;11.45;;;;;;;
8976.6;22;600756.163;7618904.425;496.6378;Girth Weld;7370;12.32;11.45;;;;;;;
8988.92;22;600767.8655;7618900.66;497.1997;Girth Weld;7380;12.35;11.45;;;;;;;
8995.07;22;600773.714;7618898.751;497.457;MM  / No. 5 @ KM 906+003,55;;;;;12:00;;;;;
9001.27;22;600779.5738;7618896.824;497.7606;Girth Weld;7390;12.34;11.45;;;;;;;
9013.61;22;600791.263;7618892.964;498.448;Girth Weld;7400;12.35;11.45;;;;;;;
9025.96;22;600802.9854;7618889.137;498.99;Girth Weld;7410;12.34;11.45;;;;;;;
9038.3;22;600814.7089;7618885.355;499.4499;Girth Weld;7420;11.98;11.45;;;;;;;
9050.28;22;600826.08;7618881.678;500.0483;Girth Weld;7430;11.86;11.45;;;;;;;
9062.14;22;600837.3376;7618878.044;500.6806;Girth Weld;7440;12.36;11.45;;;;;;;
9074.5;22;600849.0844;7618874.27;501.1781;Girth Weld;7450;12.33;11.45;;;;;;;
9086.83;22;600860.7955;7618870.486;501.7257;Girth Weld;7460;12.33;11.45;;;;;;;
9099.16;22;600872.502;7618866.691;502.3647;Girth Weld;7470;12.25;11.45;;;;;;;
9111.41;22;600884.1286;7618862.933;503.0311;Girth Weld;7480;12.34;11.45;;;;;;;
9123.75;22;600895.837;7618859.124;503.7492;Girth Weld;7490;12.05;11.45;;;;;;;
9135.8;22;600907.2587;7618855.398;504.5546;Girth Weld;7500;12.24;11.45;;;;;;;
9148.04;22;600918.8633;7618851.632;505.3229;Girth Weld;7510;12.34;11.45;;;;;;;
9160.38;22;600930.561;7618847.813;506.1443;Girth Weld;7520;12.35;11.45;;;;;;;
9172.73;22;600942.2659;7618844.012;506.9921;Girth Weld;7530;12.27;11.45;;;;;;;
9184.99;22;600953.8935;7618840.215;507.7529;Girth Weld;7540;12.34;11.45;;;;;;;
9197.34;22;600965.5829;7618836.368;508.575;Girth Weld;7550;12.35;11.45;;;;;;;
9209.69;22;600977.2479;7618832.406;509.2892;Girth Weld;7560;12.34;11.45;;;;;;;
9222.03;22;600988.8019;7618828.146;509.8634;Girth Weld;7570;12.35;11.45;;;;;;;
9234.38;22;601000.3677;7618823.877;510.4274;Girth Weld;7580;12.35;11.45;;;;;;;
9246.74;22;601011.9386;7618819.619;510.9761;Girth Weld;7590;12.33;11.45;;;;;;;
9259.06;22;601023.4774;7618815.34;511.4738;Girth Weld;7600;12.33;11.45;;;;;;;
9271.4;22;601035.0069;7618811.003;511.6661;Girth Weld;7610;12.31;11.45;;;;;;;
9283.71;22;601046.5257;7618806.7;511.4841;Girth Weld;7620;12.21;11.45;;;;;;;
9295.92;22;601057.9244;7618802.416;510.858;Girth Weld;7630;12.36;11.45;;;;;;;
9308.28;22;601069.4512;7618798.018;510.5766;Girth Weld;7640;12.35;11.45;;;;;;;
9320.63;22;601080.9993;7618793.676;510.4438;Girth Weld;7650;12.35;11.45;;;;;;;
9332.99;22;601092.6505;7618789.629;510.7111;Girth Weld;7660;12.13;11.45;;;;;;;
9345.11;22;601104.1877;7618785.963;511.1305;Girth Weld;7670;4.26;11.45;;;;;;;
9349.38;22;601108.2367;7618784.641;511.0562;Girth Weld;7680;12.31;11.45;;;;;;;
9361.69;22;601119.9146;7618780.819;510.6872;Girth Weld;7690;12.37;11.45;;;;;;;
9374.06;22;601131.6455;7618776.991;510.0873;Girth Weld;7700;11.95;11.45;;;;;;;
9386.01;22;601142.9479;7618773.238;509.4051;Girth Weld;7710;12.39;11.45;;;;;;;
9398.39;22;601154.6555;7618769.36;508.4922;Girth Weld;7720;12.15;11.45;;;;;;;
9410.54;22;601166.136;7618765.545;507.6218;Girth Weld;7730;12.38;11.45;;;;;;;
9422.91;22;601177.8167;7618761.647;506.608;Girth Weld;7740;12.27;11.45;;;;;;;
9435.19;22;601189.383;7618757.821;505.2949;Girth Weld;7750;12.3;11.45;;;;;;;
9447.48;22;601200.9901;7618753.992;504.1201;Girth Weld;7760;12.36;11.45;;;;;;;
9459.84;22;601212.669;7618750.136;503.1118;Girth Weld;7770;12.32;11.45;;;;;;;
9472.16;22;601224.308;7618746.298;502.0416;Girth Weld;7780;12.36;11.45;;;;;;;
9484.52;22;601235.9694;7618742.469;500.7657;Girth Weld;7790;12.34;11.45;;;;;;;
9496.87;22;601247.5989;7618738.589;499.505;Girth Weld;7800;12.34;11.45;;;;;;;
9509.21;22;601259.2079;7618734.704;498.0965;Girth Weld;7810;12.36;11.45;;;;;;;
9521.57;22;601270.8211;7618730.847;496.5381;Girth Weld;7820;12.3;11.45;;;;;;;
9533.87;22;601282.3932;7618727.028;495.05;Girth Weld;7830;12.38;11.45;;;;;;;
9546.25;22;601294.0116;7618723.239;493.1937;Girth Weld;7840;12.37;11.45;;;;;;;
9558.62;22;601305.649;7618719.41;491.6571;Girth Weld;7850;12.33;11.45;;;;;;;
9570.95;22;601317.2933;7618715.632;490.385;Girth Weld;7860;12.34;11.45;;;;;;;
9583.28;22;601328.9289;7618711.923;488.7835;Girth Weld;7870;12.34;11.45;;;;;;;
9595.63;22;601340.5546;7618708.209;487.11;Girth Weld;7880;6.5;11.45;;;;;;;
9602.12;22;601346.6687;7618706.224;486.2638;Girth Weld;7890;12.34;11.45;;;;;;;
9614.46;22;601358.2685;7618702.395;484.6508;Girth Weld;7900;12.35;11.45;;;;;;;
9626.81;22;601369.8574;7618698.563;482.9518;Girth Weld;7910;12.35;11.45;;;;;;;
9639.16;22;601381.4433;7618694.687;481.2764;Girth Weld;7920;12.33;11.45;;;;;;;
9651.49;22;601393.0333;7618690.758;480.0607;Girth Weld;7930;12.35;11.45;;;;;;;
9663.84;22;601404.729;7618686.856;479.6884;Girth Weld;7940;12.35;11.45;;;;;;;
9676.19;22;601416.4543;7618683.019;479.6089;Girth Weld;7950;12.32;11.45;;;;;;;
9688.51;22;601428.1531;7618679.219;479.8726;Girth Weld;7960;12.36;11.45;;;;;;;
9700.87;22;601439.8807;7618675.377;480.1965;Girth Weld;7970;12.31;11.45;;;;;;;
9713.18;22;601451.531;7618671.446;480.4509;Girth Weld;7980;12.37;11.45;;;;;;;
9725.55;22;601463.251;7618667.534;480.3758;Girth Weld;7990;12.3;11.45;;;;;;;
9737.85;22;601474.9017;7618663.651;480.1001;Girth Weld;8000;12.3;11.45;;;;;;;
9750.14;22;601486.55;7618659.776;479.7972;Girth Weld;8010;12.36;11.45;;;;;;;
9762.5;22;601498.2426;7618655.852;479.316;Girth Weld;8020;12.35;11.45;;;;;;;
9774.86;22;601509.9081;7618651.894;478.6446;Girth Weld;8030;12.36;11.45;;;;;;;
9787.21;22;601521.5521;7618647.865;477.9741;Girth Weld;8040;12.35;11.45;;;;;;;
9799.56;22;601533.1396;7618643.729;477.1492;Girth Weld;8050;12.33;11.45;;;;;;;
9811.89;22;601544.7792;7618639.78;476.9893;Girth Weld;8060;12.25;11.45;;;;;;;
9824.14;22;601556.4372;7618636.235;478.1055;Girth Weld;8070;12.36;11.45;;;;;;;
9836.5;22;601568.1776;7618632.525;479.0726;Girth Weld;8080;12.31;11.45;;;;;;;
9848.81;22;601579.8308;7618628.692;479.9415;Girth Weld;8090;12.26;11.45;;;;;;;
9861.07;22;601591.4442;7618624.895;480.8369;Girth Weld;8100;12.34;11.45;;;;;;;
9873.4;22;601603.1441;7618621.111;481.6628;Girth Weld;8110;12.35;11.45;;;;;;;
9885.75;22;601614.8671;7618617.324;482.3974;Girth Weld;8120;12.13;11.45;;;;;;;
9897.88;22;601626.3549;7618613.515;483.0021;Girth Weld;8130;12.34;11.45;;;;;;;
9910.23;22;601638.0375;7618609.615;483.613;Girth Weld;8140;12.12;11.45;;;;;;;
9922.35;22;601649.5133;7618605.794;484.274;Girth Weld;8150;12.33;11.45;;;;;;;
9934.68;22;601661.1844;7618601.888;484.7721;Girth Weld;8160;12.33;11.45;;;;;;;
9947.01;22;601672.8602;7618597.974;485.2349;Girth Weld;8170;12.35;11.45;;;;;;;
9959.36;22;601684.5504;7618594.043;485.5049;Girth Weld;8180;12.35;11.45;;;;;;;
9971.72;22;601696.2452;7618590.118;485.5781;Girth Weld;8190;12.33;11.45;;;;;;;
9984.05;22;601707.9324;7618586.218;485.6036;Girth Weld;8200;12.34;11.45;;;;;;;
9996.39;22;601719.6138;7618582.279;485.575;Girth Weld;8210;12.26;11.45;;;;;;;
10008.65;22;601731.2012;7618578.341;485.2767;Girth Weld;8220;12.34;11.45;;;;;;;
10020.99;22;601742.8548;7618574.381;484.7227;Girth Weld;8230;11.85;11.45;;;;;;;
10032.83;22;601754.0283;7618570.622;483.8273;Girth Weld;8240;12.35;11.45;;;;;;;
10045.18;22;601765.5738;7618566.785;481.8427;Girth Weld;8250;12.38;11.45;;;;;;;
10057.57;22;601777.2231;7618562.926;480.4854;Girth Weld;8260;12.35;11.45;;;;;;;
10069.92;22;601788.9125;7618559.004;480.0617;Girth Weld;8270;12.33;11.45;;;;;;;
10082.25;22;601800.6198;7618555.199;479.632;Girth Weld;8280;4.33;11.45;;;;;;;
10086.59;22;601804.7384;7618553.905;479.3734;Girth Weld;8290;12.35;11.45;;;;;;;
10098.93;22;601816.472;7618550.222;478.5149;Girth Weld;8300;12.33;11.45;;;;;;;
10111.27;22;601828.173;7618546.51;477.5159;Girth Weld;8310;12.38;11.45;;;;;;;
10123.64;22;601839.8864;7618542.674;476.6759;Girth Weld;8320;11.85;11.45;;;;;;;
10135.49;22;601851.0674;7618538.817;476.2214;Girth Weld;8330;12.38;11.45;;;;;;;
10147.87;22;601862.7456;7618534.81;475.6073;Girth Weld;8340;12.1;11.45;;;;;;;
10159.97;22;601874.1983;7618530.997;475.0302;Girth Weld;8350;12.32;11.45;;;;;;;
10172.3;22;601885.8773;7618527.131;474.679;Girth Weld;8360;12.35;11.45;;;;;;;
10184.65;22;601897.5838;7618523.253;474.3885;Girth Weld;8370;12.32;11.45;;;;;;;
10196.97;22;601909.2922;7618519.549;473.6609;Girth Weld;8380;11.94;11.45;;;;;;;
10208.91;22;601920.6589;7618516.068;473.3405;Girth Weld;8390;12.34;11.45;;;;;;;
10221.26;22;601932.3201;7618512.209;474.4577;Girth Weld;8400;12.36;11.45;;;;;;;
10233.62;22;601943.9964;7618508.376;475.677;Girth Weld;8410;8.3;11.45;;;;;;;
10241.91;22;601951.8371;7618505.821;476.5389;Girth Weld;8420;12.34;11.45;;;;;;;
10254.25;22;601963.4914;7618501.983;477.783;Girth Weld;8430;12.33;11.45;;;;;;;
10266.58;22;601975.1203;7618498.093;478.9579;Girth Weld;8440;12.34;11.45;;;;;;;
10278.92;22;601986.782;7618494.219;480.0234;Girth Weld;8450;12.35;11.45;;;;;;;
10291.27;22;601998.4704;7618490.354;480.8349;Girth Weld;8460;12.34;11.45;;;;;;;
10303.61;22;602010.1568;7618486.527;481.7077;Girth Weld;8470;12.36;11.45;;;;;;;
10315.97;22;602021.864;7618482.688;482.5703;Girth Weld;8480;12.29;11.45;;;;;;;
10328.26;22;602033.4728;7618478.788;483.4223;Girth Weld;8490;12.35;11.45;;;;;;;
10340.61;22;602045.1295;7618474.843;484.3462;Girth Weld;8500;12.34;11.45;;;;;;;
10352.95;22;602056.7842;7618470.968;485.4898;Girth Weld;8510;12.12;11.45;;;;;;;
10365.07;22;602068.241;7618467.205;486.6295;Girth Weld;8520;12.33;11.45;;;;;;;
10377.4;22;602079.8948;7618463.329;487.5393;Girth Weld;8530;12.35;11.45;;;;;;;
10389.75;22;602091.5824;7618459.434;488.1919;Girth Weld;8540;11.86;11.45;;;;;;;
10401.61;22;602102.8081;7618455.692;488.8061;Girth Weld;8550;11.74;11.45;;;;;;;
10413.34;22;602113.919;7618451.96;489.1646;Girth Weld;8560;12.34;11.45;;;;;;;
10425.68;22;602125.5996;7618448.038;489.462;Girth Weld;8570;12.34;11.45;;;;;;;
10438.02;22;602137.2947;7618444.166;489.7842;Girth Weld;8580;12.27;11.45;;;;;;;
10450.29;22;602148.9403;7618440.357;489.9947;Girth Weld;8590;12.33;11.45;;;;;;;
10462.62;22;602160.6474;7618436.519;490.0189;Girth Weld;8600;12.35;11.45;;;;;;;
10474.97;22;602172.3613;7618432.642;489.9891;Girth Weld;8610;12.34;11.45;;;;;;;
10487.32;22;602184.0726;7618428.788;489.9188;Girth Weld;8620;12.34;11.45;;;;;;;
10499.66;22;602195.7746;7618424.918;489.8171;Girth Weld;8630;12.32;11.45;;;;;;;
10511.98;22;602207.4543;7618421.041;489.729;Girth Weld;8640;12.36;11.45;;;;;;;
10524.33;22;602219.1633;7618417.145;489.5843;Girth Weld;8650;12.37;11.45;;;;;;;
10536.7;22;602230.8838;7618413.248;489.4396;Girth Weld;8660;12.33;11.45;;;;;;;
10549.03;22;602242.5584;7618409.342;489.3115;Girth Weld;8670;12.34;11.45;;;;;;;
10561.37;22;602254.2527;7618405.434;489.1963;Girth Weld;8680;12.33;11.45;;;;;;;
10573.7;22;602265.9331;7618401.542;489.0731;Girth Weld;8690;12.35;11.45;;;;;;;
10586.05;22;602277.6375;7618397.664;488.8697;Girth Weld;8700;12.32;11.45;;;;;;;
10598.37;22;602289.3256;7618393.819;488.5502;Girth Weld;8710;12.34;11.45;;;;;;;
10610.71;22;602301.0132;7618389.946;488.0552;Girth Weld;8720;12.36;11.45;;;;;;;
10623.07;22;602312.7233;7618386.068;487.5527;Girth Weld;8730;12.33;11.45;;;;;;;
10635.4;22;602324.4223;7618382.259;487.0509;Girth Weld;8740;12.35;11.45;;;;;;;
10647.75;22;602336.1409;7618378.453;486.5248;Girth Weld;8750;11.8;11.45;;;;;;;
10659.55;22;602347.2819;7618374.639;486.0152;Girth Weld;8760;12.34;11.45;;;;;;;
10671.89;22;602358.8888;7618370.519;485.5869;Girth Weld;8770;12.31;11.45;;;;;;;
10684.2;22;602370.4665;7618366.428;485.0845;Girth Weld;8780;12.39;11.45;;;;;;;
10696.59;22;602382.1111;7618362.289;484.4097;Girth Weld;8790;12.34;11.45;;;;;;;
10708.93;22;602393.7012;7618358.158;483.7628;Girth Weld;8800;12.03;11.45;;;;;;;
10720.97;22;602405.0106;7618354.16;483.0566;Girth Weld;8810;12.34;11.45;;;;;;;
10733.3;22;602416.6176;7618350.105;482.2659;Girth Weld;8820;12.34;11.45;;;;;;;
10745.64;22;602428.213;7618346.001;481.5577;Girth Weld;8830;12.3;11.45;;;;;;;
10757.94;22;602439.7612;7618341.867;480.8779;Girth Weld;8840;12.37;11.45;;;;;;;
10770.32;22;602451.377;7618337.739;480.0349;Girth Weld;8850;12.3;11.45;;;;;;;
10782.62;22;602462.9337;7618333.674;479.162;Girth Weld;8860;12.37;11.45;;;;;;;
10794.98;22;602474.558;7618329.596;478.3002;Girth Weld;8870;12.35;11.45;;;;;;;
10807.33;22;602486.1439;7618325.502;477.2915;Girth Weld;8880;12.34;11.45;;;;;;;
10819.67;22;602497.7084;7618321.409;476.1348;Girth Weld;8890;12.32;11.45;;;;;;;
10822.3;22;602500.1679;7618320.54;475.8419;metal loss-milling feature  / longitudinal weld feature;;;;-2.63;3:08;10;;28;20;YES
10831.99;22;602509.2325;7618317.334;474.7641;Girth Weld;8900;12.36;11.45;;;;;;;
10844.35;22;602520.7973;7618313.258;473.3983;Girth Weld;8910;12.34;11.45;;;;;;;
10856.69;22;602532.3266;7618309.184;471.918;Girth Weld;8920;12.36;11.45;;;;;;;
10869.05;22;602543.891;7618305.121;470.4944;Girth Weld;8930;12.35;11.45;;;;;;;
10881.4;22;602555.454;7618301.068;469.1274;Girth Weld;8940;12.34;11.45;;;;;;;
10893.74;22;602567.0123;7618297.019;467.7688;Girth Weld;8950;12.35;11.45;;;;;;;
10906.1;22;602578.582;7618292.96;466.4225;Girth Weld;8960;12.34;11.45;;;;;;;
10918.44;22;602590.1438;7618288.889;465.1799;Girth Weld;8970;12.35;11.45;;;;;;;
10930.79;22;602601.6969;7618284.806;463.7759;Girth Weld;8980;12.32;11.45;;;;;;;
10943.11;22;602613.2151;7618280.739;462.3358;Girth Weld;8990;12.31;11.45;;;;;;;
10955.42;22;602624.7367;7618276.715;460.896;Girth Weld;9000;12.32;11.45;;;;;;;
10967.74;22;602636.2823;7618272.716;459.4769;Girth Weld;9010;9.92;11.45;;;;;;;
10977.66;22;602645.572;7618269.486;458.3006;Girth Weld;9020;11.72;11.45;;;;;;;
10989.38;22;602656.549;7618265.612;457.1017;Girth Weld;9030;12.36;11.45;;;;;;;
